GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
olfm3	protein_coding	chrNC_030680.1:99134137-99161041:-	gi|512834087|ref|XP_002934209.2|	2517	0	PREDICTED: noelin-3 isoform X2 [Xenopus tropicalis]	gi|847124175|ref|XM_002934163.3|	2566	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin 3 (olfm3), transcript variant X2, mRNA	Q96PB7	841	0	Noelin-3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0042462|eye photoreceptor cell development;	GO:0032281|AMPA glutamate receptor complex;GO:0030054|cell junction;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0045202|synapse;	.	.	.	2.321294618	11.57762048	7.099530451	4.115601213	9.685150272	8.09276469	0.263762949	0.557327356	0.274443883	0.954937469	0.0	0.419248727	3.940676706	2.395076781	2.658892939	4.433052822	4.925364641	7.30936325	0.191662667	4.267686751	0.068414894	0.577269338	0.342039925	0.306283963	1.773532286	1.65067089	2.349246635	2.874046089	4.036963752	1.650128427	0.220871819	0.080314512	0.335584217	0.133591569	1.702406973	0.311623727	7.051196487	4.531543534	2.428194656	8.786483779	3.940239763	3.24758288	0.438229948	0.367641781	0.076875498	0.424069758	0.355569034	0.139942366
eln1	protein_coding	chrNC_030678.1:37685141-37763603:-	gi|847100706|ref|XP_012812664.1|	324	4.00E-27	PREDICTED: elastin isoform X26 [Xenopus tropicalis]	gi|847100625|ref|XM_012957183.1|	5503	0	PREDICTED: Xenopus (Silurana) tropicalis elastin (eln), transcript variant X1, mRNA	Q99372	68.6	5.00E-10	Elastin	.	.	.	.	pfam03940	MSSP	Male specific sperm protein. This family of drosophila proteins are typified by the repetitive motif C-G-P.	GO:0007568|aging;GO:0035904|aorta development;GO:0001974|blood vessel remodeling;GO:0071280|cellular response to copper ion;GO:0071549|cellular response to dexamethasone stimulus;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071456|cellular response to hypoxia;GO:0071298|cellular response to L-ascorbic acid;GO:0071407|cellular response to organic cyclic compound;GO:0071300|cellular response to retinoic acid;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0048251|elastic fiber assembly;GO:0042493|response to drug;GO:0055093|response to hyperoxia;	GO:0071953|elastic fiber;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0030023|extracellular matrix constituent conferring elasticity;	K14211	ELN; elastin	53.61354387	230.3893784	111.5853672	140.0596522	40.03255623	81.85572867	27.7761859	53.65111607	32.60910808	48.28578532	42.10784471	44.10281051	85.02166164	52.05881682	34.54928294	109.850861	50.36530578	32.80941323	22.34210147	34.32110396	21.05613659	32.79342104	20.97775797	24.22805599	101.9299424	118.3721542	56.79437272	96.16376299	144.1634699	96.23090925	19.2941598	22.75339301	24.55266953	20.70883572	18.06809563	29.89945835	49.08159629	191.4089558	41.08608203	111.9504823	121.5876969	85.71598282	19.15160226	35.71331029	36.13843132	41.15868892	36.86117328	49.54367584
col4a2	protein_coding	chrNC_030678.1:113644049-113761497:-	gi|512822856|ref|XP_002933063.2|	6619	0	PREDICTED: collagen alpha-2(IV) chain [Xenopus tropicalis]	gi|847104841|ref|XM_004911987.2|	5843	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type IV, alpha 2 (col4a2), transcript variant X1, mRNA	P08122	72.4	5.00E-11	Collagen alpha-2(IV) chain	.	.	.	.	pfam01413	C4	C-terminal tandem repeated domain in type 4 procollagen. Duplicated domain in C-terminus of type 4 collagens. Mutations in alpha-5 collagen IV are associated with X-linked Alport syndrome.	GO:0001525|angiogenesis;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0038063|collagen-activated tyrosine kinase receptor signaling pathway;GO:0035987|endodermal cell differentiation;GO:0030198|extracellular matrix organization;GO:0016525|negative regulation of angiogenesis;GO:0006351|transcription, DNA-templated;	GO:0005604|basement membrane;GO:0005587|collagen type IV trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0043231|intracellular membrane-bounded organelle;	GO:0005201|extracellular matrix structural constituent;	K06237	COL4A; collagen, type IV, alpha	30.02018551	35.37676881	26.22686141	25.6906917	24.71825561	30.92605297	10.2106924	16.49633279	12.74748739	15.1295273	5.596327961	12.07669157	49.16031319	42.06710707	50.71115053	56.59731862	56.77108332	55.77098901	18.07519155	19.73756372	16.39113078	18.65169745	22.50831672	14.84629945	39.32134512	36.07812449	52.0551802	50.18997174	37.70684719	40.8553299	14.73365744	18.80759296	19.61197139	17.76578412	14.5258554	16.15038992	40.35775837	41.89012205	44.60619619	37.44036889	35.72861571	37.19031143	13.68369391	17.6339941	10.85037463	9.385377269	16.40136335	13.55797603
col8a1	protein_coding	chrNC_030678.1:23657814-23704186:-	gi|301623466|ref|XP_002941034.1|	991	6.00E-117	PREDICTED: collagen alpha-1(VIII) chain [Xenopus tropicalis]	gi|847106556|ref|XM_002940988.3|	2900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VIII, alpha 1 (col8a1), mRNA	P14282	285	4.00E-81	Collagen alpha-1(VIII) chain	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0001525|angiogenesis;GO:0007155|cell adhesion;	GO:0005604|basement membrane;GO:0005581|collagen trimer;	.	.	.	9.920093111	7.824019682	6.865954042	11.64979601	1.432524492	14.85205423	0.838011031	1.115333947	0.535405328	1.249280606	0	1.322866415	2.226800083	6.140989599	2.512892815	3.347014386	1.252289721	3.403664314	0.336518676	0.274010954	0.186856335	0.566722596	0.282611293	0.403326878	4.219619227	2.803974023	4.829004805	2.576788392	2.287162305	5.476163975	0.689428805	0.258527712	0.646980247	0.335083201	0.257123678	0.944092739	2.328528449	17.08391872	3.328117025	21.30240618	3.835844084	3.27618438	0.289933203	1.871951112	0.269953883	0.879953276	0.635255909	0.51481861
fbln2	protein_coding	chrNC_030680.1:118220592-118267205:+	gi|512838908|ref|XP_002941979.2|	5307	0	PREDICTED: fibulin-2-like [Xenopus tropicalis]	gi|847120977|ref|XM_002941933.3|	4060	0	PREDICTED: Xenopus (Silurana) tropicalis fibulin-2-like (LOC100487324), mRNA	P98095	283	4.00E-77	Fibulin-2	.	.	.	.	pfam07645	EGF_CA	Calcium-binding EGF domain.	GO:0010811|positive regulation of cell-substrate adhesion;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:1903561|extracellular vesicle;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0005201|extracellular matrix structural constituent;	K17307	FBLN1_2; fibulin 1/2	12.20552417	11.88804817	6.990187339	13.97790693	11.68900565	13.50098497	7.452616565	7.781721957	3.858937861	12.32343898	2.669704525	12.32119839	11.44432416	8.211551363	8.27475037	9.753226699	14.70459798	17.20757991	4.626883134	2.226912672	4.790570389	3.454355686	5.879672258	4.848212038	10.20557389	8.576710823	12.813118	13.41534286	7.744592188	15.60544667	7.046989739	4.421946901	4.414308438	5.011282064	2.837511778	6.071059596	10.74414349	14.48961359	9.809299131	11.46553661	12.07799371	12.66837287	5.438889811	10.94602241	6.202389944	7.412703283	7.957564925	7.332384169
c1qtnf1	protein_coding	chrNC_030685.1:11842355-11853886:-	gi|163915089|ref|NP_001106527.1|	1379	0	complement C1q tumor necrosis factor-related protein 8 precursor [Xenopus tropicalis]	gi|847162294|ref|XM_012970010.1|	1150	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 1 (c1qtnf1), transcript variant X1, mRNA	Q5XIG2	295	5.00E-96	Complement C1q tumor necrosis factor-related protein 1	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	.	.	.	7.531068104	11.76902965	12.03676888	10.3548148	11.73656363	13.94400023	10.98638215	24.6234261	7.495786335	17.63801255	18.79078215	11.88323665	8.707637947	8.810791599	10.83725371	10.21516213	7.666314267	7.861795589	6.992487426	3.554041213	5.523937511	5.958472095	4.572732632	8.186054806	8.589578945	8.728688152	8.167588988	8.107007822	7.607188133	11.44176818	8.916787401	4.623374717	6.080288217	5.878311174	4.488783185	11.12786812	8.128178118	10.5007796	11.23338251	12.58895407	13.3579895	10.92564541	8.147879361	15.88645671	9.483010438	14.06496912	10.52113313	8.7882589
nppc	protein_coding	chrNC_030681.1:108233022-108239347:-	gi|163915239|ref|NP_001106395.1|	516	8.00E-59	C-type natriuretic peptide precursor [Xenopus tropicalis]	gi|163915238|ref|NM_001112924.1|	1967	0	Xenopus (Silurana) tropicalis natriuretic peptide C (nppc), mRNA	P40756	161	4.00E-45	C-type natriuretic peptide 2	.	.	.	.	pfam00212	ANP	Atrial natriuretic peptide.	GO:0050880|regulation of blood vessel size;	GO:0005576|extracellular region;	.	.	.	10.29922379	26.94040084	22.70311002	22.34756893	14.27685205	38.01799954	1.021116431	1.194428285	1.023623129	1.669562763	0.488265254	1.370377402	3.224231302	16.94910957	5.681707111	14.02474663	1.94106048	6.755274899	0.871241776	6.265057784	0.757549157	0.813925437	1.231186207	0.535490874	12.20078174	22.4892677	30.82144664	7.555066519	11.53776204	16.01015541	1.544642981	0.7371929	0.759281997	1.33465439	0.576077299	0.865312897	8.781077021	8.814447916	6.168426219	20.0798355	10.606192	15.12862627	0.266496813	1.671190757	1.444854851	2.729778797	1.047003481	0.384478159
fam3b	protein_coding	chrNC_030678.1:6750894-6778931:-	gi|62858145|ref|NP_001015990.1|	1255	4.00E-164	protein FAM3B [Xenopus tropicalis]	gi|77682320|ref|NM_001015990.2|	2599	0	Xenopus tropicalis family with sequence similarity 3 member B (fam3b), mRNA	Q9D309	265	3.00E-80	Protein FAM3B	.	.	.	.	pfam08626	TRAPPC9-Trs120	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit. This region is found at the N terminal of Saccharomyces cerevisiae Trs120 protein. Trs120 is a subunit of the multiprotein complex TRAPP (transport particle protein) which functions in ER to Golgi traffic. Trs120 is specific to the larger TRAPP complex, TRAPP II, along with Trs65p and Trs130p(TRAPPC10). It is suggested that Trs120p is required for the stability of the Trs130p subunit, suggesting that these two proteins might interact in some way. It is likely that there is a complex function for TRAPP II in multiple pathways.	GO:0006915|apoptotic process;GO:0030073|insulin secretion;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005641|nuclear envelope lumen;	GO:0005125|cytokine activity;	.	.	2.115305777	2.672650364	4.175158859	2.775247456	1.814817385	2.07641256	31.16173744	31.97229651	23.12019879	25.6679042	26.34246465	26.67625991	3.775878402	3.823123959	2.7624781	6.170538923	1.68273221	2.345467308	26.70495162	33.00044972	26.04150591	38.68497721	30.34999535	44.85891163	5.152625013	7.058597376	6.520322913	3.047747301	4.609973571	5.350657015	30.0051406	44.39523705	49.18456359	30.02539731	27.73395611	28.2574793	3.987467141	2.621690659	2.361685074	3.627858333	3.200507589	2.035518473	38.92668399	17.36676684	46.43598032	26.14353937	41.0316268	41.58432061
c1qtnf2	protein_coding	chrNC_030679.1:14192535-14197393:+	gi|847112639|ref|XP_012815122.1|	1406	0	PREDICTED: complement C1q tumor necrosis factor-related protein 2 isoform X1 [Xenopus tropicalis]	gi|847112638|ref|XM_012959668.1|	2235	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 2 (c1qtnf2), transcript variant X1, mRNA	Q9D8U4	342	4.00E-109	Complement C1q tumor necrosis factor-related protein 2	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0000187|activation of MAPK activity;GO:0046321|positive regulation of fatty acid oxidation;GO:0046326|positive regulation of glucose import;GO:0045725|positive regulation of glycogen biosynthetic process;GO:0070208|protein heterotrimerization;GO:0051260|protein homooligomerization;GO:0070206|protein trimerization;	GO:0005581|collagen trimer;GO:0005615|extracellular space;	GO:0042802|identical protein binding;GO:0005102|receptor binding;	.	.	2.843104569	6.157781908	5.368664411	6.02252112	4.717927913	5.07709498	3.533092694	6.79478756	2.137830357	10.50703754	4.230027861	5.968919183	3.052299823	1.892012106	3.409370924	3.488087703	3.348669812	2.901755255	3.096574089	0.961107215	2.960723405	2.122119385	2.060687585	4.445863001	3.058932414	4.617104341	2.121485911	4.528154757	3.456845838	3.426680191	4.3809564	1.708881584	1.680082245	2.918184874	1.848435947	4.601048058	2.699164294	3.141109528	3.442876167	4.391023281	4.699089057	4.376540226	2.336248673	7.636832724	3.299140681	5.477807575	3.347479617	3.287622534
spon2	other	chrNC_030685.1:58952541-58953343:+	.	.	.	.	gi|118404863|ref|NM_001079092.1|	803	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	.	.	.	.	.	.	.	.	pfam13853	7tm_4	Olfactory receptor. The members of this family are transmembrane olfactory receptors.	.	.	.	.	.	1956.201974	1273.828583	1044.081251	1040.772181	1249.325051	1353.133383	371.7239963	664.3171034	678.4166657	365.4268187	0.085431218	331.3891171	824.6303024	1246.189189	1019.788273	1093.016059	1185.316482	1075.586142	170.7330086	1020.668625	510.9916089	732.3488627	1307.422545	0.32792981	577.9176286	617.2715957	910.5699841	842.8368674	778.7973323	761.9921962	88.75934386	455.4058866	83.69594765	321.7012381	872.3186537	282.6185916	1246.050718	1206.942747	1040.542651	914.5794537	1074.224633	1732.509636	496.699988	912.3415603	179.1032516	243.8606589	427.1030591	49.14504028
spon2	protein_coding	chrNC_030677.1:14487127-14498895:+	gi|118404864|ref|NP_001072560.1|	1676	0	spondin-2 [Xenopus tropicalis]	gi|118404863|ref|NM_001079092.1|	1671	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	Q8BMS2	454	4.00E-155	Spondin-2	.	.	.	.	pfam06468	Spond_N	Spondin_N. This conserved region is found at the in the N-terminal half of several Spondin proteins. Spondins are involved in patterning axonal growth trajectory through either inhibiting or promoting adhesion of embryonic nerve cells.	GO:0007155|cell adhesion;GO:0071222|cellular response to lipopolysaccharide;GO:0042742|defense response to bacterium;GO:0050832|defense response to fungus;GO:0051607|defense response to virus;GO:0043152|induction of bacterial agglutination;GO:0045087|innate immune response;GO:0002448|mast cell mediated immunity;GO:0008228|opsonization;GO:0032755|positive regulation of interleukin-6 production;GO:0060907|positive regulation of macrophage cytokine production;GO:0032760|positive regulation of tumor necrosis factor production;GO:0032496|response to lipopolysaccharide;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0003823|antigen binding;GO:0001530|lipopolysaccharide binding;GO:0046872|metal ion binding;	.	.	22.44924124	23.78460982	26.3028581	34.06361162	0.866962666	35.50755849	12.6176965	15.43837802	4.360105596	16.38668401	5.983145252	11.27164065	7.417617511	48.34440975	16.34651471	26.25680492	6.095967162	7.773986895	6.103036233	40.95137908	6.605797214	34.27689929	8.308079827	3.382045519	40.5930664	28.82412552	76.4344556	19.09484689	29.61380486	28.31174696	5.823130259	8.414744283	11.59832733	5.253666887	23.95502318	6.590166199	15.01171885	37.07649965	7.418628228	54.86143007	14.38607932	21.55136934	13.0345239	13.85918372	9.989073122	10.01871136	16.91607998	7.187302822
tfpi2	protein_coding	chrNC_030682.1:24332695-24343724:-	gi|62751741|ref|NP_001015766.1|	1023	6.00E-132	tissue factor pathway inhibitor 2 precursor [Xenopus tropicalis]	gi|62751740|ref|NM_001015766.1|	2027	0	Xenopus (Silurana) tropicalis tissue factor pathway inhibitor 2 (tfpi2), mRNA	Q7YRQ8	236	1.00E-70	Tissue factor pathway inhibitor 2	.	.	.	.	pfam00014	Kunitz_BPTI	Kunitz/Bovine pancreatic trypsin inhibitor domain. Indicative of a protease inhibitor, usually a serine protease inhibitor. Structure is a disulfide rich alpha+beta fold. BPTI (bovine pancreatic trypsin inhibitor) is an extensively studied model structure. Certain family members are similar to the tick anticoagulant peptide (TAP). This is a highly selective inhibitor of factor Xa in the blood coagulation pathways. TAP molecules are highly dipolar, and are arranged to form a twisted two- stranded antiparallel beta-sheet followed by an alpha helix.	GO:0007596|blood coagulation;	GO:0005576|extracellular region;GO:0005634|nucleus;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	53.9844201	65.39271416	126.9361343	52.53669162	56.27618476	75.38271728	227.0418916	118.8049555	225.1429751	164.9686832	96.75926279	156.0830161	110.7263299	50.922469	87.58153051	70.78298822	82.87859023	54.57131699	352.1635569	151.4097748	285.4994922	212.4966495	250.4863219	194.6701846	73.32723466	101.2286084	57.77677176	92.57663991	116.716108	74.02022548	289.572789	385.3809539	365.2218087	303.5179556	375.9754932	306.3969422	84.94420644	62.50405475	72.95680647	76.69654613	105.7023442	90.36855981	308.6814543	164.8231782	277.2870756	264.4070755	451.9029826	366.1442736
c9	protein_coding	chrNC_030677.1:183624473-183642059:+	gi|166796971|gb|AAI59018.1|	3203	0	c9 protein, partial [Xenopus tropicalis]	gi|847090069|ref|XM_004910445.2|	2021	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 9 (c9), mRNA	Q3MHN2	513	2.00E-173	Complement component C9	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0072562|blood microparticle;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005579|membrane attack complex;	.	K04000	C9; complement component 9	6.334891527	10.91342571	11.04824775	10.26917733	6.103914781	16.09785548	3.71885809	7.709302199	4.9190954	8.507106733	4.175139032	7.537304361	20.97559826	11.61205826	6.769932117	18.35241005	4.121883097	28.40032841	14.93718873	19.57991982	20.91625993	11.78760566	11.36663272	16.48240777	16.5328479	25.48504695	22.71781403	17.51587576	26.00345935	17.24860687	12.24620941	8.712445528	19.11308251	13.73685271	19.62396916	19.21445944	7.943172579	8.879360234	5.862347894	22.18827313	21.07710056	8.543786357	5.835963736	9.008515198	10.69403408	9.28254192	10.57241683	7.65419554
lox	protein_coding	chrNC_030677.1:161282725-161308889:+	gi|847088760|ref|XP_012821089.1|	2238	0	PREDICTED: protein-lysine 6-oxidase isoform X1 [Xenopus tropicalis]	gi|847088759|ref|XM_012965635.1|	3274	0	PREDICTED: Xenopus (Silurana) tropicalis lysyl oxidase (lox), transcript variant X1, mRNA	P16636	552	0	Protein-lysine 6-oxidase	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030199|collagen fibril organization;GO:0048251|elastic fiber assembly;GO:0007507|heart development;GO:0030324|lung development;GO:0042493|response to drug;GO:0009725|response to hormone;GO:0048545|response to steroid hormone;GO:0042060|wound healing;	GO:0005581|collagen trimer;GO:0005615|extracellular space;GO:0005634|nucleus;GO:0005578|proteinaceous extracellular matrix;	GO:0005507|copper ion binding;GO:0004720|protein-lysine 6-oxidase activity;	K00277	LOX; protein-lysine 6-oxidase [EC:1.4.3.13]	12.47739925	44.55764314	22.67115226	23.84127623	13.00790784	18.84525672	7.45502019	19.73896352	6.136723336	14.85007978	25.25542983	8.946412277	13.15390839	11.15331827	9.700011037	18.21838529	12.49548861	9.63974375	4.540658957	7.247691228	6.022363209	7.17876608	10.71204959	8.728823527	14.42129739	16.10180992	11.92032218	14.40041787	21.42847851	13.42672182	7.330085786	5.285339383	6.000850195	7.308608631	4.632056602	8.825550574	12.02502071	25.1529123	8.829020307	14.53687454	19.67727128	16.60026045	7.329081849	13.62656091	7.637495275	10.4099559	11.9022564	7.333513096
lpl	protein_coding	chrNC_030677.1:77715979-77740078:+	gi|301608942|ref|XP_002934038.1|	2530	0	PREDICTED: lipoprotein lipase [Xenopus tropicalis]	gi|847094016|ref|XM_002933992.3|	4999	0	PREDICTED: Xenopus (Silurana) tropicalis lipoprotein lipase (lpl), mRNA	P11602	763	0	Lipoprotein lipase	.	.	.	.	pfam00151	Lipase	Lipase.	GO:0042632|cholesterol homeostasis;GO:0006633|fatty acid biosynthetic process;GO:0090197|positive regulation of chemokine secretion;GO:0010886|positive regulation of cholesterol storage;GO:0010744|positive regulation of macrophage derived foam cell differentiation;GO:0010890|positive regulation of sequestering of triglyceride;GO:0019433|triglyceride catabolic process;GO:0070328|triglyceride homeostasis;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0031225|anchored component of membrane;GO:0009986|cell surface;GO:0042627|chylomicron;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005886|plasma membrane;GO:0034361|very-low-density lipoprotein particle;	GO:0008201|heparin binding;GO:0004465|lipoprotein lipase activity;	K01059	LPL; lipoprotein lipase [EC:3.1.1.34]	57.2174368	93.65661838	59.40153991	59.32069309	39.17830127	44.73902124	19.38949005	32.94821767	21.69944352	21.93655599	7.822108992	26.1205445	65.94394027	97.08137028	52.50344835	62.80194826	88.16636346	61.29972129	26.29127943	10.41811683	26.30943395	22.41836235	22.27065367	35.89873669	39.06906819	36.32402532	45.97444377	65.30251274	58.23199291	45.19534716	22.044836	12.1414889	13.24055717	21.00632274	16.64795661	27.52861558	65.70236663	56.1270396	29.89670689	24.28217018	57.98352117	52.64913932	24.34081749	39.07530567	17.9810851	42.61961604	27.61510297	13.03792711
smpdl3a	protein_coding	chrNC_030681.1:68275178-68295361:+	gi|349732204|ref|NP_001025618.2|	2425	0	acid sphingomyelinase-like phosphodiesterase 3a precursor [Xenopus tropicalis]	gi|847127930|ref|XM_012963075.1|	2259	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3A (smpdl3a), transcript variant X1, mRNA	Q92484	583	0	Acid sphingomyelinase-like phosphodiesterase 3a	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0009143|nucleoside triphosphate catabolic process;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0008081|phosphoric diester hydrolase activity;GO:0008270|zinc ion binding;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	3.178191752	2.933156513	3.453498576	4.251110799	3.182402219	4.178462722	5.522153828	4.527698075	4.555707896	3.596615834	3.207258296	3.293845035	4.391646942	2.839839005	4.315621306	4.58728511	3.67632635	2.890474739	5.454099405	9.838546406	6.100181788	5.74952618	8.101582187	6.10109544	3.483457514	5.01233644	4.945957901	3.625268304	5.927542815	5.495554035	7.097148269	13.312986	12.667318	6.001071636	9.584816109	7.302896627	4.988331626	3.488989923	4.577041612	3.071681823	5.745094157	4.924784093	7.645023961	4.053984549	6.48084777	7.761695167	10.14497152	9.813542168
srpx2	protein_coding	chrNC_030684.1:43426654-43443985:+	gi|301622310|ref|XP_002940485.1|	2397	0	PREDICTED: sushi repeat-containing protein SRPX2 isoform X1 [Xenopus tropicalis]	gi|847161154|ref|XM_002940439.2|	2712	0	PREDICTED: Xenopus (Silurana) tropicalis sushi-repeat containing protein, X-linked 2 (srpx2), transcript variant X1, mRNA	Q6GP28	856	0	Sushi repeat-containing protein SRPX2	.	.	.	.	pfam13778	DUF4174	Domain of unknown function (DUF4174). This domain of unknown function is found in a putative tumor suppressor gene and in a ligand for the the urokinase-type plasminogen activator receptor, which plays a role in cellular migration and adhesion.	GO:0001525|angiogenesis;GO:0048870|cell motility;GO:0090050|positive regulation of cell migration involved in sprouting angiogenesis;GO:0051965|positive regulation of synapse assembly;	GO:0030054|cell junction;GO:0009986|cell surface;GO:0005737|cytoplasm;GO:0060076|excitatory synapse;GO:0005576|extracellular region;GO:0097060|synaptic membrane;	.	K19408	SRPX2; sushi repeat-containing protein SRPX2	4.063896039	4.964798864	6.438028637	4.554986838	4.411383187	6.503509329	0.796616612	0.781288613	0.408297763	0.637769666	0.609164266	0.749329904	4.081209634	3.996345519	4.603427016	4.553060269	4.552090568	5.567388674	0.337667988	0.951738868	0.348204082	0.503043725	0.590784365	0.314770058	3.350997397	5.154235254	3.993048707	5.219059074	4.676550082	5.473568788	0.302655243	0.353741812	0.370965645	0.739700744	0.408502901	0.559778286	3.747623108	5.045908778	4.875158459	4.564091168	4.536256188	4.542096258	0.783255341	0.906786946	0.699762631	1.06407829	0.725346257	0.633980704
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	3.845780656	24.61880808	6.432899053	16.08805967	3.005296276	9.020676126	12.68735543	21.72783678	7.362268899	38.24209217	16.19177499	24.24796963	11.97198098	16.37545337	7.24444483	16.24047544	5.582579908	8.372274427	12.85392191	6.648318861	11.47855387	8.729168672	6.092960835	24.64395156	18.6597449	26.61098333	9.138101789	16.09411552	15.03900616	16.6244112	27.30958965	14.13214894	15.25881489	18.07706726	9.188475392	19.39096499	3.867448374	13.88866582	2.611532411	11.76178712	6.770198339	5.081611893	7.298109527	22.41918606	8.265035599	20.41736917	6.857607049	7.823372309
