GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
col5a1	protein_coding	chrNW_016683374.1:960968-1101225:+	gi|512857820|ref|XP_004916702.1|	1961	0	PREDICTED: collagen alpha-1(V) chain isoform X1 [Xenopus tropicalis]	gi|847157796|ref|XM_004916645.2|	10830	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 1 (col5a1), transcript variant X1, mRNA	P20908	65.1	1.00E-08	Collagen alpha-1(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001568|blood vessel development;GO:0007155|cell adhesion;GO:0016477|cell migration;GO:0032964|collagen biosynthetic process;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:0003007|heart morphogenesis;GO:0045112|integrin biosynthetic process;GO:1903225|negative regulation of endodermal cell differentiation;GO:0051128|regulation of cellular component organization;GO:0043588|skin development;GO:0035989|tendon development;GO:0035313|wound healing, spreading of epidermal cells;	GO:0005604|basement membrane;GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0008201|heparin binding;GO:0005178|integrin binding;GO:0046872|metal ion binding;GO:0048407|platelet-derived growth factor binding;GO:0043394|proteoglycan binding;	.	.	9.257549984	8.652990841	5.354237686	13.8278555	5.74740833	12.2919576	52.71472046	65.61618162	34.39243846	91.53329354	46.86231076	70.74702009	7.121752178	7.913073017	5.204888163	4.963593714	4.872470215	7.036488259	38.97305662	10.80861522	23.20033108	22.52425159	27.40953274	32.84991862	10.97970406	3.289334444	8.791952543	4.910386898	11.15377323	5.861984565	43.56295648	25.74120388	35.66435839	38.17838458	15.08080235	49.12792476	5.645785359	13.57127362	9.744454229	13.39526567	9.095461682	8.554391279	25.01849105	77.12052749	30.18395908	66.14473274	40.60669058	53.99947705
tnfsf10	protein_coding	chrNC_030681.1:92949458-92959835:-	gi|512841018|ref|XP_002931598.2|	1444	0	PREDICTED: tumor necrosis factor ligand superfamily member 10 [Xenopus tropicalis]	gi|847129371|ref|XM_002931552.3|	2869	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor (ligand) superfamily, member 10 (tnfsf10), mRNA	P50591	239	4.00E-70	Tumor necrosis factor ligand superfamily member 10	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0097296|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;GO:0006915|apoptotic process;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0006955|immune response;GO:0008584|male gonad development;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043065|positive regulation of apoptotic process;GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:2001238|positive regulation of extrinsic apoptotic signaling pathway;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0090200|positive regulation of release of cytochrome c from mitochondria;GO:1902041|regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0032868|response to insulin;GO:0007165|signal transduction;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0046872|metal ion binding;GO:0005102|receptor binding;	K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	80.9851326	33.35993567	47.76104128	44.26721805	19.69637882	30.4282658	14.47565133	12.39555185	13.46741969	13.11123979	11.84670962	11.47878491	98.23078131	132.0942507	54.45184627	105.9524944	93.39583055	50.37161719	14.29102911	43.50776019	12.75312575	11.72651053	40.630856	16.58378535	66.25048733	70.46455803	48.08356507	81.83992875	54.8070544	107.7124109	19.13461379	32.22192125	53.21488004	20.95742447	11.65867071	22.36396093	87.3236213	67.62298736	99.07955	78.54649294	97.46317328	78.0393625	44.21451128	13.77221496	21.79392979	25.98155303	64.87232248	70.71055887
col3a1	protein_coding	chrNC_030685.1:39803845-39864240:-	gi|218847780|ref|NP_001136379.1|	1436	1.00E-166	collagen alpha-1(III) chain precursor [Xenopus tropicalis]	gi|218847779|ref|NM_001142907.1|	5222	0	Xenopus (Silurana) tropicalis collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) (col3a1), mRNA	P13941	147	4.00E-34	Collagen alpha-1(III) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0007568|aging;GO:0060414|aorta smooth muscle tissue morphogenesis;GO:0007160|cell-matrix adhesion;GO:0071230|cellular response to amino acid stimulus;GO:0021987|cerebral cortex development;GO:0030199|collagen fibril organization;GO:0048565|digestive tract development;GO:0007507|heart development;GO:0007229|integrin-mediated signaling pathway;GO:0050777|negative regulation of immune response;GO:2001223|negative regulation of neuron migration;GO:0018149|peptide cross-linking;GO:0035025|positive regulation of Rho protein signal transduction;GO:0034097|response to cytokine;GO:0009612|response to mechanical stimulus;GO:0009314|response to radiation;GO:0001501|skeletal system development;GO:0043588|skin development;GO:0007179|transforming growth factor beta receptor signaling pathway;GO:0042060|wound healing;	GO:0005586|collagen type III trimer;GO:0031012|extracellular matrix;GO:0005615|extracellular space;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	73.79016621	83.06121195	36.04316176	199.9085448	46.44551541	153.870346	433.5040746	615.1459783	263.4585557	834.2032253	194.1789034	706.6869533	53.20058846	133.432037	45.68103796	30.44503582	32.08732161	72.45873299	214.8370897	34.86161431	113.8359296	83.97744577	133.1741666	213.0710217	120.7531788	26.09516505	90.22332501	50.23541428	84.04647312	60.71632653	350.9329228	117.3384059	202.9112938	199.2665149	53.0629984	477.9527436	40.72298036	184.9149057	63.9490184	162.7533007	65.1385469	60.78991829	160.1359863	1005.348473	147.4978286	618.5830542	270.2717558	363.9602814
apoe	protein_coding	chrNC_030683.1:101372175-101377797:+	gi|49522289|gb|AAH75258.1|	1238	1.00E-164	apoe protein, partial [Xenopus tropicalis]	gi|847105036|ref|XM_002941039.3|	1749	0	PREDICTED: Xenopus (Silurana) tropicalis apolipoprotein E (apoe), transcript variant X4, mRNA	O42364	132	3.00E-33	Apolipoprotein Eb	.	.	.	.	pfam01442	Apolipoprotein	Apolipoprotein A1/A4/E domain. These proteins contain several 22 residue repeats which form a pair of alpha helices. This family includes: Apolipoprotein A-I. Apolipoprotein A-IV, and Apolipoprotein E.	GO:0006695|cholesterol biosynthetic process;GO:0006707|cholesterol catabolic process;GO:0033344|cholesterol efflux;GO:0042632|cholesterol homeostasis;GO:0034380|high-density lipoprotein particle assembly;GO:0042159|lipoprotein catabolic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0031102|neuron projection regeneration;GO:0033700|phospholipid efflux;GO:0010873|positive regulation of cholesterol esterification;GO:0046889|positive regulation of lipid biosynthetic process;GO:0051000|positive regulation of nitric-oxide synthase activity;GO:0030516|regulation of axon extension;GO:1900221|regulation of amyloid-beta clearance;GO:0032374|regulation of cholesterol transport;GO:0043691|reverse cholesterol transport;GO:0019433|triglyceride catabolic process;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0072562|blood microparticle;GO:0042627|chylomicron;GO:0034364|high-density lipoprotein particle;GO:0034363|intermediate-density lipoprotein particle;	GO:0001540|amyloid-beta binding;GO:0015485|cholesterol binding;GO:0017127|cholesterol transporter activity;GO:0050750|low-density lipoprotein particle receptor binding;GO:0060228|phosphatidylcholine-sterol O-acyltransferase activator activity;GO:0005543|phospholipid binding;GO:0070326|very-low-density lipoprotein particle receptor binding;	K04524	APOE; apolipoprotein E	2055.931616	2599.799535	2724.999701	3142.588815	2614.170057	2926.964323	41.42984901	112.4746454	49.04123842	21.92018799	8.855392459	26.11949951	1261.710058	999.2599123	2743.295921	2011.677539	2480.313061	3800.084781	34.57190525	23.71149913	40.79362255	38.82142385	49.21874742	31.37413977	3554.078237	2435.083131	2953.122451	3431.615096	639.2657006	2299.234547	24.13329385	13.38885783	14.45735557	26.13111179	9.360576285	53.70044	2244.209847	3657.072591	1906.537199	2642.580362	1660.987483	2525.324847	70.37860054	106.4273797	35.96275349	109.4720667	57.24216023	11.27138195
enpp2	protein_coding	chrNC_030682.1:122888601-122942850:-	gi|847135208|ref|XP_012820111.1|	4946	0	PREDICTED: ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform X1 [Xenopus tropicalis]	gi|847135211|ref|XM_012964658.1|	3508	0	PREDICTED: Xenopus (Silurana) tropicalis ectonucleotide pyrophosphatase/phosphodiesterase 2 (enpp2), transcript variant X2, mRNA	Q64610	1380	0	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	SPBC725.05c	214	3.00E-59	COG1524	pfam01663	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase. This family consists of phosphodiesterases, including human plasma-cell membrane glycoprotein PC-1 / alkaline phosphodiesterase i / nucleotide pyrophosphatase (nppase). These enzymes catalyse the cleavage of phosphodiester and phosphosulfate bonds in NAD, deoxynucleotides and nucleotide sugars. Also in this family is ATX an autotaxin, tumor cell motility-stimulating protein which exhibits type I phosphodiesterases activity. The alignment encompasses the active site. Also present with in this family is 60-kDa Ca2+-ATPase form F. odoratum.	GO:0006935|chemotaxis;GO:0006955|immune response;GO:0034638|phosphatidylcholine catabolic process;GO:0009395|phospholipid catabolic process;GO:0010634|positive regulation of epithelial cell migration;GO:2000394|positive regulation of lamellipodium morphogenesis;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0045765|regulation of angiogenesis;GO:0030334|regulation of cell migration;	GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0047391|alkylglycerophosphoethanolamine phosphodiesterase activity;GO:0005509|calcium ion binding;GO:0004622|lysophospholipase activity;GO:0003676|nucleic acid binding;GO:0004551|nucleotide diphosphatase activity;GO:0004528|phosphodiesterase I activity;GO:0030247|polysaccharide binding;GO:0005044|scavenger receptor activity;GO:0008270|zinc ion binding;	K01122	ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]	25.36971365	29.73379223	20.75127109	13.61163079	19.69460167	9.423316832	12.84405062	19.88783474	12.92709631	15.0186657	12.73787907	8.089159453	25.05925152	32.83243933	25.49310915	37.57084982	27.95125806	22.33814474	14.54554251	3.606725007	14.54123261	7.374055729	16.39697935	14.12316942	17.32350781	7.576260895	23.13067595	17.4427732	40.70686572	7.585993802	9.368739759	4.741104252	4.733751568	11.92345929	3.700117116	10.89678108	32.32946757	17.29286772	37.23808719	19.85183951	54.82044284	35.74673361	11.01126492	13.68019327	17.25181774	22.75779063	15.88746662	10.37795944
dpt	protein_coding	chrNC_030678.1:68364301-68390621:-	gi|71896109|ref|NP_001025599.1|	896	2.00E-114	dermatopontin precursor [Xenopus tropicalis]	gi|71896108|ref|NM_001030428.1|	1728	0	Xenopus (Silurana) tropicalis dermatopontin (dpt), mRNA	Q9QZZ6	298	6.00E-96	Dermatopontin	.	.	.	.	pfam14704	DERM	Dermatopontin. Members of this family mediate cell adhesion via cell surface integrin binding. They also induce haemagglutination and aggregation of amebocytes.	GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0008285|negative regulation of cell proliferation;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	.	.	.	15.68059384	18.64564218	12.62150866	27.00075916	13.92033114	21.44735301	98.46205917	208.1307113	76.35705401	229.6972659	147.5641862	132.55646	17.64034753	25.00664616	11.28120584	13.32264944	13.14668869	16.44262889	81.3229578	53.07471672	72.34460628	65.3738128	76.24006588	123.2824412	17.82052745	8.725604003	23.88280631	18.31555596	16.57069196	15.07671915	99.78255105	57.26228328	76.09754819	85.19198219	49.54590744	176.496419	13.17016737	19.705155	15.94739633	21.74045183	18.26335814	15.00261721	68.59638382	168.8320946	83.6498506	160.1236583	97.09565597	85.02450893
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	24.18142726	23.93133991	24.31240281	18.0951766	35.39809115	22.70232184	8.339498003	13.22248917	19.1628204	17.08639154	4.020985223	13.48076505	11.75459364	21.1538146	10.17789968	15.85539461	9.116981291	11.16057294	13.78295201	15.91694365	8.603595131	13.23908873	10.74198995	7.847685027	13.24570238	12.70075792	10.68758349	9.899442388	12.26898785	10.43378068	13.66237991	14.11089395	19.70731117	13.1003332	11.34390631	13.38188149	14.82798479	11.97598023	21.99134637	8.917543988	13.54797336	14.20855066	10.32828189	11.09096628	10.83675072	12.39160078	10.14434934	9.339337841
angptl4	protein_coding	chrNC_030677.1:82447884-82456834:+	gi|301618393|ref|XP_002938598.1|	2191	0	PREDICTED: angiopoietin-related protein 4 [Xenopus tropicalis]	gi|847093596|ref|XM_002938552.3|	2548	0	PREDICTED: Xenopus (Silurana) tropicalis angiopoietin-like 4 (angptl4), mRNA	Q9Z1P8	300	3.00E-91	Angiopoietin-related protein 4	.	.	.	.	pfam00147	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain.	GO:0001525|angiogenesis;GO:0009267|cellular response to starvation;GO:0043066|negative regulation of apoptotic process;GO:2000352|negative regulation of endothelial cell apoptotic process;GO:0051005|negative regulation of lipoprotein lipase activity;GO:0045834|positive regulation of lipid metabolic process;GO:0051260|protein homooligomerization;GO:0001666|response to hypoxia;GO:0070328|triglyceride homeostasis;	GO:0072562|blood microparticle;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0004857|enzyme inhibitor activity;GO:0042802|identical protein binding;	K08767	ANGPTL4, PGAR; angiopoietin-like 4	3.945739405	8.916404184	9.189370072	11.97827742	10.22108356	17.17323813	9.764493737	1.650024268	3.778213357	5.938891245	3.230828956	1.549948323	21.31808338	6.097869833	12.95790252	15.50215337	30.5515011	21.89162213	7.786401172	8.360560297	10.21880798	4.549127652	2.769879047	3.720484669	25.47180209	27.24335667	17.62121775	20.79151965	20.36868415	41.58816164	1.664434146	4.877971857	2.291309783	9.659286148	6.942557942	4.082237735	26.12291059	12.70157062	10.55989456	10.8835224	14.95080032	16.85295525	0.694337679	0.917971804	4.383766421	8.11712002	2.247983349	5.936173768
LOC101733520	protein_coding	chrNW_016684970.1:11388-12401:-	gi|847176056|ref|XP_012810718.1|	484	8.00E-61	PREDICTED: C-C motif chemokine 21c-like, partial [Xenopus tropicalis]	gi|847176055|ref|XM_012955264.1|	290	5.00E-149	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 21c-like (LOC101733520), partial mRNA	Q99731	59.3	4.00E-11	C-C motif chemokine 19	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007257|activation of JUN kinase activity;GO:0007154|cell communication;GO:0048469|cell maturation;GO:0006874|cellular calcium ion homeostasis;GO:0071346|cellular response to interferon-gamma;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0098586|cellular response to virus;GO:0070098|chemokine-mediated signaling pathway;GO:0002407|dendritic cell chemotaxis;GO:0001768|establishment of T cell polarity;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0001771|immunological synapse formation;GO:0006954|inflammatory response;GO:0072610|interleukin-12 secretion;GO:0048247|lymphocyte chemotaxis;GO:0097029|mature conventional dendritic cell differentiation;GO:0002548|monocyte chemotaxis;GO:0002408|myeloid dendritic cell chemotaxis;GO:2000107|negative regulation of leukocyte apoptotic process;GO:2000147|positive regulation of cell motility;GO:0050921|positive regulation of chemotaxis;GO:0002606|positive regulation of dendritic cell antigen processing and presentation;GO:2000549|positive regulation of dendritic cell dendrite assembly;GO:0045807|positive regulation of endocytosis;GO:0070374|positive regulation of ERK1 and ERK2 cascade;GO:0010560|positive regulation of glycoprotein biosynthetic process;GO:0043547|positive regulation of GTPase activity;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0050718|positive regulation of interleukin-1 beta secretion;GO:0032735|positive regulation of interleukin-12 production;GO:0046330|positive regulation of JNK cascade;GO:0090023|positive regulation of neutrophil chemotaxis;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0043552|positive regulation of phosphatidylinositol 3-kinase activity;GO:0045860|positive regulation of protein kinase activity;GO:0051897|positive regulation of protein kinase B signaling;GO:0048260|positive regulation of receptor-mediated endocytosis;GO:0042102|positive regulation of T cell proliferation;GO:0045627|positive regulation of T-helper 1 cell differentiation;GO:0032760|positive regulation of tumor necrosis factor production;GO:0060491|regulation of cell projection assembly;GO:0051209|release of sequestered calcium ion into cytosol;GO:0071731|response to nitric oxide;GO:0034695|response to prostaglandin E;GO:0009615|response to virus;GO:0031295|T cell costimulation;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0048020|CCR chemokine receptor binding;GO:0031735|CCR10 chemokine receptor binding;GO:0031732|CCR7 chemokine receptor binding;GO:0008009|chemokine activity;GO:0042379|chemokine receptor binding;	K05512	CCL19, ELC; C-C motif chemokine 19	17.12265064	8.749815567	11.68061747	16.04704758	7.930235158	7.962407563	68.8130249	36.24363651	14.1029456	40.85608599	17.26859509	17.5090714	25.88287653	24.46352703	17.36023027	19.28205108	15.66722624	16.02869344	62.27622352	14.52069085	48.40794111	18.54941683	81.12243463	41.54220482	21.19559272	7.798884682	14.73549875	12.65027818	42.13408762	19.58232745	40.81641402	21.42943498	33.47517232	43.90529705	18.88573413	15.4338446	7.383497611	13.7882474	27.12072232	10.62498662	27.20610592	15.04037506	26.43590953	16.56695283	70.87980529	19.20118736	51.48639617	29.6343471
loxl1	protein_coding	chrNC_030679.1:82947858-82954271:+	gi|156717522|ref|NP_001096301.1|	2232	0	lysyl oxidase homolog 1 precursor [Xenopus tropicalis]	gi|156717521|ref|NM_001102831.1|	2300	0	Xenopus tropicalis lysyl oxidase like 1 (loxl1), mRNA	Q08397	84.3	2.00E-15	Lysyl oxidase homolog 1	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030198|extracellular matrix organization;GO:0055114|oxidation-reduction process;GO:0018277|protein deamination;GO:0032496|response to lipopolysaccharide;	GO:0001669|acrosomal vesicle;GO:0005604|basement membrane;GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0005507|copper ion binding;GO:0016641|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor;	K14678	LOXL1; lysyl oxidase-like protein 1 [EC:1.4.3.-]	4.046072167	3.869113327	3.690039737	6.71813057	3.238691994	5.965755211	17.04890994	27.59815309	15.84632385	24.15776423	12.0640528	21.01355132	3.060204266	5.04084045	2.058951464	4.055356962	2.604174644	3.633077715	10.50368841	7.260159981	10.14808052	7.452291402	11.80751944	9.661826025	5.207179281	2.140379966	5.592020057	2.780925463	5.439619246	3.431866636	11.51625633	7.675598269	11.28988759	10.60137482	6.587728942	18.7230215	4.489364405	4.774697048	5.803127469	8.079021357	5.113233691	4.321349497	15.47787571	30.38650311	18.10904492	29.82034163	19.03074022	17.55362177
emilin1	protein_coding	chrNW_016684024.1:32372-41557:-	gi|148234006|ref|NP_001090870.1|	5021	0	EMILIN-1 [Xenopus tropicalis]	gi|148234005|ref|NM_001097401.1|	3201	0	Xenopus (Silurana) tropicalis elastin microfibril interfacer 1 (emilin1), mRNA	Q9Y6C2	666	0	EMILIN-1	.	.	.	.	pfam07546	EMI	EMI domain. The Pfam alignment is truncated at the C-terminus and does not include the final cysteine defined in Callebaut et al. This is to stop the family overlapping with other domains.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005578|proteinaceous extracellular matrix;	.	.	.	6.474074223	6.024193092	6.828881123	6.276201432	5.251290283	6.444805116	3.600432002	4.477315922	4.050222166	4.889768357	5.071353493	3.168228957	10.87753786	4.068976582	5.269658405	6.566475114	7.144076578	7.538765675	3.646168994	1.743969142	4.417270611	2.222145377	4.158171208	3.294078438	10.33408848	3.572534101	10.99524696	9.130684111	19.98603639	6.668577197	2.801227071	2.118216997	2.765312427	4.092694027	2.453515037	4.469997597	7.445294189	6.1739634	9.590731498	8.373437261	12.53970742	9.90149458	1.878259756	3.338033917	2.825227697	3.550347064	2.653937947	2.938844983
thbs2	protein_coding	chrNC_030681.1:40393813-40426951:+	gi|847131343|ref|XP_012819195.1|	5795	0	PREDICTED: thrombospondin-2 [Xenopus tropicalis]	gi|847131342|ref|XM_012963741.1|	3801	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 2 (thbs2), mRNA	P35440	1880	0	Thrombospondin-2	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0016525|negative regulation of angiogenesis;	GO:0031012|extracellular matrix;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	K04659	THBS2S; thrombospondin 2/3/4/5	3.820375008	17.96845247	3.906633112	5.864114664	5.605961802	6.086960133	6.593295949	13.60755115	5.956218857	16.18707954	4.563797225	13.66483203	3.585831471	5.858534213	3.063245324	5.146274481	3.520422578	2.964022789	7.418005438	9.688733377	5.134930858	9.396299388	11.29861816	9.57271781	4.611158554	1.814623478	1.693192505	1.618657378	4.105448395	1.862728747	9.870055752	9.151039288	9.942913278	6.644274889	6.770326286	9.862895067	5.195989791	7.13001585	6.250968878	4.908030744	6.920552727	4.959185638	7.202053603	11.71898053	9.124164419	10.17966108	9.849159404	8.225615777
pla2g3	protein_coding	chrNC_030677.1:131647707-131654460:-	gi|847096505|ref|XP_012811325.1|	1158	3.00E-155	PREDICTED: group 3 secretory phospholipase A2 [Xenopus tropicalis]	gi|847096504|ref|XM_012955871.1|	829	0	PREDICTED: Xenopus (Silurana) tropicalis phospholipase A2, group III (pla2g3), mRNA	Q9NZ20	179	7.00E-49	Group 3 secretory phospholipase A2	.	.	.	.	pfam05826	Phospholip_A2_2	Phospholipase A2. This family consists of several phospholipase A2 like proteins mostly from insects.	GO:0001675|acrosome assembly;GO:0050482|arachidonic acid secretion;GO:0060271|cilium assembly;GO:0016042|lipid catabolic process;GO:0019372|lipoxygenase pathway;GO:0043303|mast cell degranulation;GO:0036151|phosphatidylcholine acyl-chain remodeling;GO:0036152|phosphatidylethanolamine acyl-chain remodeling;GO:0036148|phosphatidylglycerol acyl-chain remodeling;GO:0006644|phospholipid metabolic process;GO:0007288|sperm axoneme assembly;	GO:0005814|centriole;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0042629|mast cell granule;GO:0005886|plasma membrane;	GO:0047498|calcium-dependent phospholipase A2 activity;GO:0046872|metal ion binding;GO:0004623|phospholipase A2 activity;	K01047	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]	2.939524873	5.750431857	9.605869997	17.34114612	7.306803072	18.26026993	0.300656541	1.004156983	0.3406387	0.298806238	0.0	0.096963339	2.171384823	9.613223409	6.564845438	5.934915758	7.449505564	11.95333925	0.458789731	3.017299279	0.121309007	0.198111843	0.10702655	0.305484498	6.058822359	4.215947735	6.474071481	15.05191907	1.718186798	3.893951145	0.391636085	0.160209749	0.420026067	0.253795938	0.438184087	0.292527364	5.86698871	5.025298985	2.652632447	3.666186114	1.958075867	5.748905383	0.202706586	0.097781909	0.102233115	1.025364478	0.19909666	0.265861119
