GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
snca	protein_coding	chrNC_030677.1:68998998-69122153:+	gi|148235931|ref|NP_001090876.1|	436	1.00E-48	alpha-synuclein [Xenopus tropicalis]	gi|148235930|ref|NM_001097407.1|	1264	0	Xenopus tropicalis synuclein alpha (snca), mRNA	P37377	133	2.00E-35	Alpha-synuclein	.	.	.	.	pfam01387	Synuclein	Synuclein. There are three types of synucleins in humans, these are called alpha, beta and gamma. Alpha synuclein has been found mutated in families with autosomal dominant Parkinson's disease. A peptide of alpha synuclein has also been found in amyloid plaques in Alzheimer's patients.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0008344|adult locomotory behavior;GO:0007568|aging;GO:0048148|behavioral response to cocaine;GO:0071280|cellular response to copper ion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0034599|cellular response to oxidative stress;GO:0042416|dopamine biosynthetic process;GO:0060079|excitatory postsynaptic potential;GO:0006631|fatty acid metabolic process;GO:0060291|long-term synaptic potentiation;GO:0001774|microglial cell activation;GO:0042775|mitochondrial ATP synthesis coupled electron transport;GO:0007006|mitochondrial membrane organization;GO:1904715|negative regulation of chaperone-mediated autophagy;GO:0045963|negative regulation of dopamine metabolic process;GO:0051585|negative regulation of dopamine uptake involved in synaptic transmission;GO:0045920|negative regulation of exocytosis;GO:0035067|negative regulation of histone acetylation;GO:0031115|negative regulation of microtubule polymerization;GO:0032769|negative regulation of monooxygenase activity;GO:0043524|negative regulation of neuron apoptotic process;GO:0051622|negative regulation of norepinephrine uptake;GO:0010642|negative regulation of platelet-derived growth factor receptor signaling pathway;GO:0001933|negative regulation of protein phosphorylation;GO:0051612|negative regulation of serotonin uptake;GO:0070495|negative regulation of thrombin-activated receptor signaling pathway;GO:0032410|negative regulation of transporter activity;GO:0006638|neutral lipid metabolic process;GO:0006644|phospholipid metabolic process;GO:0045807|positive regulation of endocytosis;GO:1903284|positive regulation of glutathione peroxidase activity;GO:1903285|positive regulation of hydrogen peroxide catabolic process;GO:0060732|positive regulation of inositol phosphate biosynthetic process;GO:0001956|positive regulation of neurotransmitter secretion;GO:0033138|positive regulation of peptidyl-serine phosphorylation;GO:0071902|positive regulation of protein serine/threonine kinase activity;GO:0001921|positive regulation of receptor recycling;GO:0051281|positive regulation of release of sequestered calcium ion into cytosol;GO:0031648|protein destabilization;GO:0031623|receptor internalization;GO:0050812|regulation of acyl-CoA biosynthetic process;GO:0014059|regulation of dopamine secretion;GO:0014048|regulation of glutamate secretion;GO:0040012|regulation of locomotion;GO:0048169|regulation of long-term neuronal synaptic plasticity;GO:0043030|regulation of macrophage activation;GO:1901214|regulation of neuron death;GO:0010517|regulation of phospholipase activity;GO:0042220|response to cocaine;GO:0042493|response to drug;GO:0034341|response to interferon-gamma;GO:0070555|response to interleukin-1;GO:0010040|response to iron(II) ion;GO:0032496|response to lipopolysaccharide;GO:0032026|response to magnesium ion;GO:0050808|synapse organization;GO:0001963|synaptic transmission, dopaminergic;GO:0048488|synaptic vesicle endocytosis;	GO:0015629|actin cytoskeleton;GO:0043679|axon terminus;GO:0005938|cell cortex;GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0030659|cytoplasmic vesicle membrane;GO:0005829|cytosol;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0030426|growth cone;GO:0016234|inclusion body;GO:0043231|intracellular membrane-bounded organelle;GO:0005739|mitochondrion;GO:0005640|nuclear outer membrane;GO:0048471|perinuclear region of cytoplasm;GO:0005886|plasma membrane;GO:0031092|platelet alpha granule membrane;GO:0098794|postsynapse;GO:0005840|ribosome;GO:0005791|rough endoplasmic reticulum;GO:0008021|synaptic vesicle;GO:0043195|terminal bouton;	GO:0050544|arachidonic acid binding;GO:0048487|beta-tubulin binding;GO:0005509|calcium ion binding;GO:0005507|copper ion binding;GO:0043027|cysteine-type endopeptidase inhibitor activity involved in apoptotic process;GO:0019899|enzyme binding;GO:0008198|ferrous iron binding;GO:0042802|identical protein binding;GO:0000287|magnesium ion binding;GO:0008017|microtubule binding;GO:0016491|oxidoreductase activity;GO:0043274|phospholipase binding;GO:0005543|phospholipid binding;GO:0019904|protein domain specific binding;GO:0047485|protein N-terminus binding;GO:0008270|zinc ion binding;	K04528	SNCA; synuclein, alpha (non A4 component of amyloid precursor)	9.088606089	6.242748289	10.93783955	7.484624383	4.984011153	3.747568965	25.25526305	8.221149564	11.91036012	11.66703862	11.78234279	17.6194278	6.727841007	4.25671567	8.444181309	3.276962122	5.021798384	6.462640022	19.0215377	15.4593927	17.72945467	6.23224374	6.521134979	8.332734429	6.12540787	4.137387831	1.255058796	3.685595388	2.30314329	1.732274261	15.73934335	20.72222448	6.525218455	16.62413985	12.86238222	8.192672893	4.601772364	8.20031524	5.299880761	5.378820674	6.13659537	3.238841978	8.426015526	11.25166714	23.04173338	16.86402513	26.1443272	15.31614334
adamts7	protein_coding	chrNC_030679.1:115992458-116044591:-	gi|512827318|ref|XP_002933006.2|	9112	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X1 [Xenopus tropicalis]	gi|512827317|ref|XM_002932960.2|	7171	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 7 (adamts7), transcript variant X1, mRNA	Q9UKP4	71.2	1.00E-10	A disintegrin and metalloproteinase with thrombospondin motifs 7	.	.	.	.	pfam01421	Reprolysin	Reprolysin (M12B) family zinc metalloprotease. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis. Members of this family are also known as adamalysins. Most members of this family are snake venom endopeptidases, but there are also some mammalian proteins such as human ADAM8 and fertilin. Fertilin and closely related proteins appear to not have some active site residues and may not be active enzymes.	GO:0071773|cellular response to BMP stimulus;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0032331|negative regulation of chondrocyte differentiation;GO:0036066|protein O-linked fucosylation;GO:0051603|proteolysis involved in cellular protein catabolic process;	GO:0009986|cell surface;GO:0005788|endoplasmic reticulum lumen;GO:0005578|proteinaceous extracellular matrix;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	K08622	ADAMTS7; a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]	9.83217425	3.337240386	2.924539478	3.967322601	2.986201635	2.3165991	1.146109613	0.561424998	0.602807635	0.861407551	0.726388654	1.479591527	4.000083936	2.699880824	2.163559027	1.36588403	2.470958429	1.864158791	0.503276247	0.142765802	0.442920184	0.237410621	0.289818226	0.684409153	2.303933606	2.18145653	1.641480607	2.788571122	2.379832655	2.150045658	0.88919777	0.420834195	0.202539478	0.395470739	0.163759431	0.42990857	5.014736309	8.023168987	4.174025697	5.594573011	3.51576309	2.994026212	0.855080317	0.922518669	0.398402399	1.437968053	0.88514621	0.737895182
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	88.4878746	112.1789085	68.90965933	190.4187109	85.0784091	55.61275818	0.16398282	0.637360008	0.560453551	0.829682298	0.020191235	1.357458486	117.7155694	1082.756538	117.894439	177.469402	122.7883152	120.1563372	1.343260328	1.379275207	0.266575851	2.380549185	0.297176932	0.367717069	171.8405002	157.6011832	212.9420895	119.8233823	396.9552632	267.3789731	1.477075792	2.490617963	2.37890417	0.785090176	1.385318614	1.740806071	135.1364694	138.2351342	110.839975	126.8618532	91.317761	122.8187413	0.818494154	0.437608739	0.183833163	0.683622156	0.272286224	0.950187647
fbn3	protein_coding	chrNC_030677.1:73530416-73636028:-	gi|847085603|ref|XP_012812127.1|	14486	0	PREDICTED: fibrillin-3 isoform X1 [Xenopus tropicalis]	gi|847085602|ref|XM_012956673.1|	13066	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 3 (fbn3), transcript variant X1, mRNA	Q61555	160	8.00E-38	Fibrillin-2	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0060346|bone trabecula formation;GO:0043010|camera-type eye development;GO:0048048|embryonic eye morphogenesis;GO:0030326|embryonic limb morphogenesis;GO:0035108|limb morphogenesis;GO:0030501|positive regulation of bone mineralization;GO:0045669|positive regulation of osteoblast differentiation;GO:0035583|sequestering of TGFbeta in extracellular matrix;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;	.	.	16.03752794	10.47818147	6.866048686	15.07276642	9.891163815	9.02698004	0.334746555	0.187631414	0.119642627	0.472652958	0.315191919	0.848574056	9.669217398	11.8103211	7.760990838	5.452763965	6.933845427	8.92416115	0.103886859	0.113711085	0.117371074	0.177078404	0.124896993	0.223373764	11.64621457	7.914416052	6.790404249	6.999369599	6.380382909	6.161216371	0.33995248	0.15207058	0.096919545	0.300655165	0.131062341	0.170144857	5.887996406	20.61036373	9.005098171	13.48820676	7.684301415	7.697587291	0.151206712	0.444268062	0.210934999	0.444246361	0.32228906	0.432621775
itih6	protein_coding	chrNC_030684.1:8547722-8591530:-	gi|301620566|ref|XP_002939640.1|	5729	0	PREDICTED: inter-alpha-trypsin inhibitor heavy chain H6 [Xenopus tropicalis]	gi|847172987|ref|XM_002939594.3|	2859	0	PREDICTED: Xenopus (Silurana) tropicalis inter-alpha-trypsin inhibitor heavy chain family, member 6 (itih6), mRNA	Q6UXX5	194	9.00E-49	Inter-alpha-trypsin inhibitor heavy chain H6	alr4412	140	4.00E-33	COG2304	pfam08487	VIT	Vault protein inter-alpha-trypsin domain. Inter-alpha-trypsin inhibitors (ITIs) consist of one light chain and a variable set of heavy chains. ITIs play a role in extracellular matrix (ECM) stabilisation and tumor metastasis as well as in plasma protease inhibition. The vault protein inter-alpha-trypsin (VIT) domain described here is found to the N-terminus of a von Willebrand factor type A domain (pfam00092) in ITI heavy chains (ITIHs) and their precursors.	GO:0030212|hyaluronan metabolic process;	GO:0005576|extracellular region;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	10.15901966	6.218494712	8.576288177	3.948465633	6.075718705	1.748764689	0.328992777	0.267134968	0.269701577	0.176963345	0.493823281	0.213601542	6.31175112	3.388280293	4.224806235	2.976950754	4.694408029	2.337496616	0.191407771	1.431779775	0.322590715	0.354225727	0.208202163	0.247978958	3.774549591	4.686663783	2.444828542	5.156654175	4.121197256	2.961885979	0.313587674	0.532350606	0.129869634	0.45408228	0.256675502	0.123765794	11.52563944	5.301730204	8.374326081	7.349852304	8.456335453	8.542797902	0.288723533	0.09121647	0.764955434	0.122937932	0.624317672	0.302591582
scg3	protein_coding	chrNC_030679.1:92450614-92479917:-	gi|452881615|ref|NP_001263623.1|	2186	0	secretogranin-3 isoform 1 precursor [Xenopus tropicalis]	gi|452881614|ref|NM_001276694.1|	2418	0	Xenopus (Silurana) tropicalis secretogranin III (scg3), transcript variant 1, mRNA	F7E728	835	0	Secretogranin-3	.	.	.	.	pfam15467	SGIII	Secretogranin-3. Secretogranin_3 is a family of vertebrate proteins that is one of the granin family. Granins are rich in acidic amino acids, exhibit aggregation at low pH, and possess a high capacity for calcium binding. Because granins are restricted in their localisation to secretory granules of neuroendocrine cells, two interesting characteristics of their sorting mechanisms have been observed. These are, first, that they aggregate on low pH/high calcium concentrations and second that two of them carry an N-terminal disulfide loop, mutations in which lead to mis-sorting. Thus, granins are thought to be essential for the sorting of secretory proteins at the trans-Golgi network. Chromogranin A (CgA) binds to SGIII in secretory granules of endocrine cells. SGIII directly binds to cholesterol components of the secretory granule membrane and targets CgA to secretory granules in pituitary and pancreatic endocrine cells. Mutations in the SGIII gene may influence the risk of obesity through possible regulation of hypothalamic neuropeptide secretion.	.	GO:0031410|cytoplasmic vesicle;GO:0005576|extracellular region;GO:0030658|transport vesicle membrane;	.	.	.	7.239766343	7.426746061	7.656854457	6.056333855	7.206214228	2.632747744	0.079906021	0.053432193	0.026972782	0.050144493	0.0	0.0	2.496184748	5.371733243	3.435285409	4.171128817	3.321546591	3.974130929	0.0	0.053500274	0.028866188	0.082123955	0.032179829	0.08432105	2.989612894	3.006831595	2.962183948	3.8326405	2.685055818	6.722654343	0.053315092	0.0	0.0	0.027571964	0.081823278	0.02630279	2.795852665	6.338594216	3.941242815	10.28660218	4.930009022	8.58134301	0.027270987	0.025847181	0.079625558	0.156761116	0.10108984	0.0
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	7.237986497	6.012536554	5.077772599	10.93066115	6.140489799	6.593742915	0.12090911	0.363827088	0.408136341	0.455254262	0.516102112	0.745762688	10.04625549	6.804142711	5.198072665	9.197868088	7.846298096	3.608053287	0.223824481	0.404767405	0.436786256	0.787012666	0.535618957	0.467828805	11.6212476	17.44075223	10.66330611	10.29380563	20.23695798	16.11570873	1.008415932	1.90902821	0.125288031	0.41720281	0.619050957	0.955196206	14.1388448	7.476022231	8.274575164	7.297256424	7.09232301	7.910271691	0.825297209	0.273773086	1.285170458	0.830206086	0.956020155	2.568866197
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	9.431415454	14.3960963	5.678364755	21.91591628	4.218593851	7.621651056	0.212046327	0.734744624	0.136648103	0.489933164	0.22786301	0.657075681	15.66321134	12.0325614	5.354973484	15.88548105	13.64527751	6.237800545	0.25693255	0.638880705	0.062674448	1.80289242	0.372634908	0.162736346	17.36546714	23.52055991	23.66865657	12.91558838	48.74831524	24.63689842	1.331217689	1.885725262	1.218480168	0.259412486	0.769839244	1.104103128	17.39463526	10.46569979	9.751700546	5.811397326	6.608750282	7.138645735	0.690794267	0.299304325	0.729952586	0.434905353	0.603588948	1.768566739
c3	protein_coding	chrNC_030679.1:130561577-130587377:+	gi|197246359|gb|AAI68633.1|	8682	0	Unknown (protein for IMAGE:7685509), partial [Xenopus tropicalis]	gi|847170837|ref|XM_012953413.1|	5117	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 3 (c3), transcript variant X1, mRNA	Q0ZZJ6	1751	0	A.superbus venom factor 1	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006954|inflammatory response;	GO:0005615|extracellular space;	GO:0004866|endopeptidase inhibitor activity;GO:0046872|metal ion binding;	.	.	71.63103898	98.18103442	21.58975852	333.6614639	36.74626644	45.52622428	0.902160737	0.238792003	0.977033934	1.214852789	0.789925101	11.90996605	81.26711	2533.074069	34.21967146	142.2247551	69.67392839	58.76205854	0.083503079	0.591448653	0.244430348	1.184757876	0.181659517	1.309010482	104.8372463	187.538836	106.0067088	38.22320705	1193.016001	392.8756172	0.526699173	0.632214206	0.727093084	0.687443089	0.680024666	1.125994828	98.63201933	77.75491659	41.28784439	32.94615253	56.08385861	62.38640974	0.538819528	0.291821717	0.187290466	0.651412584	3.186218022	1.391582776
nts	protein_coding	chrNC_030679.1:44633863-44647710:+	gi|301615298|ref|XP_002937110.1|	807	9.00E-105	PREDICTED: neurotensin/neuromedin N [Xenopus tropicalis]	gi|847113852|ref|XM_002937064.3|	1018	0	PREDICTED: Xenopus (Silurana) tropicalis neurotensin (nts), mRNA	P01156	215	4.00E-67	Neurotensin/neuromedin N	.	.	.	.	pfam07421	Pro-NT_NN	Neurotensin/neuromedin N precursor. This family contains the precursor of bacterial neurotensin/neuromedin N (approximately 170 residues long). This the common precursor of two biologically active related peptides, neurotensin and neuromedin N. It undergoes tissue-specific processing leading to the formation in some tissues and cancer cell lines of large peptides ending with the neurotensin or neuromedin N sequence.	GO:0050880|regulation of blood vessel size;	GO:0043679|axon terminus;GO:0005576|extracellular region;GO:0030133|transport vesicle;	GO:0005184|neuropeptide hormone activity;	K05235	NTS; neurotensin	4.935833181	4.292087701	6.516286631	3.038052439	6.317932507	4.118612384	0.502177408	0.0	0.190702302	0.059088394	0.18549959	0.061133106	7.035126582	5.842937913	7.643099116	12.76727737	9.066932032	10.53667608	0.139443088	0.126085441	0.0	0.322572648	0.0	0.529924105	12.3299678	6.968171037	12.72353281	11.2341473	10.60683036	9.672217648	0.376947055	0.129274815	0.065045573	0.259918164	0.192834976	0.681872925	5.664276452	2.953585049	3.947581071	10.46970851	9.72992591	15.45847294	0.064270221	0.0	0.062551852	0.0	0.119120484	0.181864619
pdgfc	protein_coding	chrNC_030677.1:44313746-44463187:+	gi|512816079|ref|XP_002934792.2|	1655	0	PREDICTED: platelet-derived growth factor C [Xenopus tropicalis]	gi|847095119|ref|XM_002934746.3|	3201	0	PREDICTED: Xenopus (Silurana) tropicalis platelet derived growth factor C (pdgfc), mRNA	A8WCC4	521	1.00E-174	Platelet-derived growth factor C	.	.	.	.	pfam00431	CUB	CUB domain.	GO:0009790|embryo development;GO:0048008|platelet-derived growth factor receptor signaling pathway;GO:0051781|positive regulation of cell division;GO:0008284|positive regulation of cell proliferation;	GO:0005576|extracellular region;GO:0016020|membrane;	.	K05450	PDGFC_D; platelet derived growth factor C/D	11.25018397	14.29320215	12.06764984	14.99240279	11.53723586	8.092149191	2.67596551	4.924174654	3.810114033	2.329533642	3.904357812	2.606092292	15.31799174	14.28474143	15.38839275	16.17679449	13.91715771	15.19769868	3.642640297	5.59727188	3.772299521	5.99676762	4.983198831	4.904529539	19.64349485	16.59961727	16.18651688	14.85565761	14.71938325	15.53896897	2.134502442	3.356298894	4.044652004	2.686754813	3.378859154	1.986883705	14.45022652	16.54899814	15.2766099	14.73322521	13.53875285	14.28703156	6.818666904	2.225812941	5.333146247	4.105074602	7.292585061	4.352478832
mmp25	protein_coding	chrNC_030685.1:6958677-6969190:-	gi|847165172|ref|XP_012826266.1|	2646	0	PREDICTED: matrix metalloproteinase-25 [Xenopus tropicalis]	gi|847165171|ref|XM_012970812.1|	1829	0	PREDICTED: Xenopus (Silurana) tropicalis matrix metallopeptidase 25 (mmp25), mRNA	Q9ULZ9	476	3.00E-157	Matrix metalloproteinase-17	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0042756|drinking behavior;GO:0001822|kidney development;GO:0006508|proteolysis;	GO:0031225|anchored component of membrane;GO:0005887|integral component of plasma membrane;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	K07997	MMP17; matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-]	2.309240695	5.711243887	2.423293376	4.156806644	2.196555759	4.929866412	0.117472417	0.176742875	0.23792134	0.331735664	0.289288006	0.228810094	5.873446285	6.003269597	1.933603005	5.019731064	1.44912518	1.205015213	0.260955054	0.825851016	0.063655671	0.271649415	0.177407265	0.061981547	3.239511194	9.918362397	28.49937032	2.852459732	6.766949352	5.19145139	0.058785177	0.997944979	0.821656392	0.395210723	0.240582077	0.290014352	5.922038272	2.152483769	1.575284021	4.086262962	1.767312204	2.746091832	0.240551745	0.170994485	0.2341202	0.201652124	0.195057756	0.141809621
gpi	protein_coding	chrNC_030680.1:19407485-19430385:-	gi|58332406|ref|NP_001011010.1|	2989	0	glucose-6-phosphate isomerase [Xenopus tropicalis]	gi|58332405|ref|NM_001011010.1|	2119	0	Xenopus (Silurana) tropicalis glucose-6-phosphate isomerase (gpi), mRNA	P06744	965	0	Glucose-6-phosphate isomerase	HI1576	722	0	COG0166	pfam00342	PGI	Phosphoglucose isomerase. Phosphoglucose isomerase catalyses the interconversion of glucose-6-phosphate and fructose-6-phosphate.	GO:0046185|aldehyde catabolic process;GO:0001525|angiogenesis;GO:0061621|canonical glycolysis;GO:0005975|carbohydrate metabolic process;GO:0034101|erythrocyte homeostasis;GO:0006094|gluconeogenesis;GO:0051156|glucose 6-phosphate metabolic process;GO:0042593|glucose homeostasis;GO:0007599|hemostasis;GO:0006959|humoral immune response;GO:0001701|in utero embryonic development;GO:0007611|learning or memory;GO:0001707|mesoderm formation;GO:0019242|methylglyoxal biosynthetic process;GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0046686|response to cadmium ion;GO:0032355|response to estradiol;GO:0035902|response to immobilization stress;GO:0043278|response to morphine;GO:0035994|response to muscle stretch;GO:0032570|response to progesterone;GO:0033574|response to testosterone;	GO:0060170|ciliary membrane;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0043209|myelin sheath;GO:0043005|neuron projection;GO:0005654|nucleoplasm;GO:0005886|plasma membrane;	GO:0004347|glucose-6-phosphate isomerase activity;GO:0016866|intramolecular transferase activity;GO:0048029|monosaccharide binding;GO:0031625|ubiquitin protein ligase binding;	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	56.52704191	150.4749012	63.13100221	147.1131855	58.82694857	88.1470924	1650.026056	1852.379115	1143.958407	1608.178229	1118.294214	1488.157749	173.6905174	101.5548027	109.3782077	136.8693236	85.61191114	78.40415934	554.3572421	175.77774	705.7252422	388.8774561	673.2025983	690.2308782	98.54321115	219.658727	514.7873413	94.14848518	137.7876337	173.9187225	1037.354929	480.3690524	899.8485898	939.0680803	238.2613872	663.8265385	182.9484917	93.24788511	62.16507197	98.44745291	59.77158898	71.67393209	1648.7171	1880.12358	1166.667988	1612.825915	1438.813784	1300.949067
col4a6	protein_coding	chrNC_030684.1:29574851-29715402:-	gi|847156831|ref|XP_012824447.1|	2610	0	PREDICTED: collagen alpha-6(IV) chain isoform X1 [Xenopus tropicalis]	gi|847156830|ref|XM_012968993.1|	7482	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type IV, alpha 6 (col4a6), transcript variant X1, mRNA	Q14031	59.7	5.00E-07	Collagen alpha-6(IV) chain	.	.	.	.	pfam01413	C4	C-terminal tandem repeated domain in type 4 procollagen. Duplicated domain in C-terminus of type 4 collagens. Mutations in alpha-5 collagen IV are associated with X-linked Alport syndrome.	GO:0007155|cell adhesion;GO:0030574|collagen catabolic process;GO:0030198|extracellular matrix organization;	GO:0005587|collagen type IV trimer;GO:0005788|endoplasmic reticulum lumen;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;	K06237	COL4A; collagen, type IV, alpha	65.44114957	52.85118733	44.44441651	54.40391759	53.56041085	32.42926046	2.617644471	1.65377501	1.282371061	1.728019741	2.201761163	2.400309377	50.46604174	49.7066084	47.14152186	41.75387907	52.76346868	64.80639771	1.264924356	0.8962249	1.068437513	0.733718689	0.924119081	1.049306371	44.85939573	37.6734017	34.96397288	47.97687163	45.07330303	49.98747763	1.981881962	1.627757229	1.162477179	1.689159372	0.609193631	1.292481222	42.46889363	75.79483152	67.58695085	65.19806271	57.35136726	52.29233688	1.635913755	1.509266647	2.532235646	3.468024228	3.128822596	2.659284074
