GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lliv1	Lliv2	Lliv3	Lliv4	Lliv5	Lliv6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMliv1	LMliv2	LMliv3	LMliv4	LMliv5	LMliv6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mliv1	Mliv2	Mliv3	Mliv4	Mliv5	Mliv6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLliv1	MLliv2	MLliv3	MLliv4	MLliv5	MLliv6
tnfsf10	protein_coding	chrNC_030681.1:92949458-92959835:-	gi|512841018|ref|XP_002931598.2|	1444	0	PREDICTED: tumor necrosis factor ligand superfamily member 10 [Xenopus tropicalis]	gi|847129371|ref|XM_002931552.3|	2869	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor (ligand) superfamily, member 10 (tnfsf10), mRNA	P50591	239	4.00E-70	Tumor necrosis factor ligand superfamily member 10	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0097296|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;GO:0006915|apoptotic process;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0006955|immune response;GO:0008584|male gonad development;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043065|positive regulation of apoptotic process;GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:2001238|positive regulation of extrinsic apoptotic signaling pathway;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0090200|positive regulation of release of cytochrome c from mitochondria;GO:1902041|regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0032868|response to insulin;GO:0007165|signal transduction;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0046872|metal ion binding;GO:0005102|receptor binding;	K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	80.9851326	33.35993567	47.76104128	44.26721805	19.69637882	30.4282658	20.54792595	5.299803057	19.31396498	10.54590865	7.411656553	3.536159373	98.23078131	132.0942507	54.45184627	105.9524944	93.39583055	50.37161719	21.37089711	41.99552064	14.33070445	7.078495943	19.56296803	8.604269648	66.25048733	70.46455803	48.08356507	81.83992875	54.8070544	107.7124109	10.33912591	25.14815981	10.80481312	18.48126867	10.51176367	17.09701361	87.3236213	67.62298736	99.07955	78.54649294	97.46317328	78.0393625	19.9119163	11.35325579	23.72096471	9.551735827	52.3025146	20.59326363
fam3d	protein_coding	chrNW_016683370.1:146777-169411:-	gi|55926084|ref|NP_001007503.1|	1047	9.00E-137	family with sequence similarity 3 member D [Xenopus tropicalis]	gi|847117710|ref|XM_012960902.1|	1886	0	PREDICTED: Xenopus (Silurana) tropicalis family with sequence similarity 3, member D (fam3d), transcript variant X2, mRNA	Q5R5C3	236	3.00E-71	Protein FAM3A	.	.	.	.	pfam09591	DUF2463	Protein of unknown function (DUF2463). This protein is found in eukaryotic, parasitic microsporidia. Its function is unknown.	.	GO:0005576|extracellular region;	.	.	.	22.97711582	74.11369935	39.58840906	52.58043691	79.91921631	47.36162455	1.490654089	0.319047173	1.757258195	0.378704846	1.400840516	0.481659159	12.66525711	67.2913941	21.88229141	16.85018724	14.52447762	27.77354223	0.556096176	2.814132479	0.91439683	0.504413975	0.586583214	0.407336205	26.88470701	25.1092063	22.059191	17.36114924	14.20270704	15.28036064	0.364874902	1.158297085	0.327006438	1.00206552	0.474493196	1.183524501	12.31596639	22.05849329	28.08707617	17.14400977	17.15439469	18.02269113	0.53741077	0.612125933	1.260057705	0.193571049	1.769937442	0.797653001
twsg2	protein_coding	chrNC_030677.1:127448458-127457611:-	gi|62751630|ref|NP_001015756.1|	1283	7.00E-175	twisted gastrulation homolog 2 [Xenopus tropicalis]	gi|62751629|ref|NM_001015756.1|	1195	0	Xenopus (Silurana) tropicalis twisted gastrulation homolog 2 (twsg2), mRNA	Q98T88	200	4.00E-60	Twisted gastrulation protein homolog 1-A	.	.	.	.	pfam04668	Tsg	Twisted gastrulation (Tsg) protein conserved region. Tsg was identified in Drosophila as being required to specify the dorsal-most structures in the embryo, for example amnioserosa. Biochemical experiments have revealed three key properties of Tsg: it can synergistically inhibit Dpp/BMP action in both Drosophila and vertebrates by forming a tripartite complete between itself, SOG/chordin and a BMP ligand; Tsg seems to enhance the Tld/BMP-1-mediated cleavage rate of SOG/chordin and may change the preference of site utilisation; Tsg can promote the dissociation of chordin cysteine-rich-containing fragments from the ligand to inhibit BMP signalling.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	5.796882705	4.543058856	4.724378055	5.967830985	3.953011034	3.864599487	2.35652245	1.967364524	3.308188771	2.506107047	4.536463569	1.842724153	11.84317893	12.06976741	6.760303742	9.259092277	8.212510894	6.515429156	4.753342581	5.672440057	3.865972872	2.086247758	4.124367208	1.797051439	6.656553363	3.542589609	9.405314039	7.076476438	13.11693037	6.417915022	1.509116489	3.832557885	1.568892061	3.466331022	3.728742245	2.418724426	3.532427667	6.953617968	5.740341012	5.950266083	6.405234455	4.832348685	2.556130241	2.451792846	4.417432425	1.601213236	4.183103794	2.474309598
thbs2	protein_coding	chrNC_030681.1:40393813-40426951:+	gi|847131343|ref|XP_012819195.1|	5795	0	PREDICTED: thrombospondin-2 [Xenopus tropicalis]	gi|847131342|ref|XM_012963741.1|	3801	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 2 (thbs2), mRNA	P35440	1880	0	Thrombospondin-2	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0016525|negative regulation of angiogenesis;	GO:0031012|extracellular matrix;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	K04659	THBS2S; thrombospondin 2/3/4/5	3.820375008	17.96845247	3.906633112	5.864114664	5.605961802	6.086960133	1.239872999	0.331715099	0.63001069	0.711763498	0.898667785	0.375587756	3.585831471	5.858534213	3.063245324	5.146274481	3.520422578	2.964022789	1.027868889	3.665743924	0.985914646	0.374601416	1.890608754	0.705849484	4.611158554	1.814623478	1.693192505	1.618657378	4.105448395	1.862728747	0.410975978	0.273701783	0.203994235	0.978710421	0.246666592	0.542875115	5.195989791	7.13001585	6.250968878	4.908030744	6.920552727	4.959185638	0.646053451	0.586186168	1.559629668	0.268342511	1.24871643	0.812046622
il1b	protein_coding	chrNC_030679.1:108320062-108324881:-	gi|301605960|ref|XP_002932618.1|	1484	0	PREDICTED: interleukin-1 beta [Xenopus tropicalis]	gi|847115698|ref|XM_002932572.3|	1286	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-1 beta (LOC100487038), mRNA	Q9WVG1	116	3.00E-28	Interleukin-1 beta	.	.	.	.	pfam02394	IL1_propep	Interleukin-1 propeptide. The Interleukin-1 cytokines are translated as precursor proteins. The N terminal approx. 115 amino acids form a propeptide that is cleaved off to release the active interleukin-1.	GO:0000187|activation of MAPK activity;GO:0035690|cellular response to drug;GO:0071260|cellular response to mechanical stimulus;GO:0071407|cellular response to organic cyclic compound;GO:0019221|cytokine-mediated signaling pathway;GO:0035234|ectopic germ cell programmed cell death;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0001660|fever generation;GO:0030213|hyaluronan biosynthetic process;GO:0006955|immune response;GO:0032611|interleukin-1 beta production;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0070487|monocyte aggregation;GO:0070164|negative regulation of adiponectin secretion;GO:0008285|negative regulation of cell proliferation;GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;GO:0010829|negative regulation of glucose transport;GO:0046627|negative regulation of insulin receptor signaling pathway;GO:0050995|negative regulation of lipid catabolic process;GO:0043407|negative regulation of MAP kinase activity;GO:0030593|neutrophil chemotaxis;GO:0045766|positive regulation of angiogenesis;GO:0060559|positive regulation of calcidiol 1-monooxygenase activity;GO:0051781|positive regulation of cell division;GO:0045080|positive regulation of chemokine biosynthetic process;GO:0031622|positive regulation of fever generation;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0034116|positive regulation of heterotypic cell-cell adhesion;GO:0032729|positive regulation of interferon-gamma production;GO:0045086|positive regulation of interleukin-2 biosynthetic process;GO:0045410|positive regulation of interleukin-6 biosynthetic process;GO:2000778|positive regulation of interleukin-6 secretion;GO:0032757|positive regulation of interleukin-8 production;GO:0046330|positive regulation of JNK cascade;GO:0050996|positive regulation of lipid catabolic process;GO:0051044|positive regulation of membrane protein ectodomain proteolysis;GO:0045840|positive regulation of mitotic nuclear division;GO:0071639|positive regulation of monocyte chemotactic protein-1 production;GO:0035505|positive regulation of myosin light chain kinase activity;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051092|positive regulation of NF-kappaB transcription factor activity;GO:0045429|positive regulation of nitric oxide biosynthetic process;GO:0050766|positive regulation of phagocytosis;GO:0032308|positive regulation of prostaglandin secretion;GO:0042102|positive regulation of T cell proliferation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0010575|positive regulation of vascular endothelial growth factor production;GO:0043491|protein kinase B signaling;GO:1903140|regulation of establishment of endothelial barrier;GO:0050796|regulation of insulin secretion;GO:0050999|regulation of nitric-oxide synthase activity;GO:0033198|response to ATP;GO:0009743|response to carbohydrate;GO:0030730|sequestering of triglyceride;	GO:0005776|autophagosome;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005764|lysosome;GO:0030141|secretory granule;	.	.	.	3.831457319	3.259294468	2.504946779	5.797728983	1.942371787	4.23726231	2.046543843	6.750958915	3.395395914	4.729597566	0.942110301	6.012054043	2.456817068	8.64986448	1.276314928	3.934108487	1.71701869	1.562389904	4.571964645	3.578526573	1.31378091	4.089539444	2.191246395	0.682791392	2.846677802	4.088078155	5.01999808	2.259423452	7.400003277	4.97803562	3.975505634	19.36535591	6.201810187	2.268682694	5.283478292	10.05269784	2.667625798	2.043248417	5.500968331	6.071887619	2.695762947	2.678743511	4.198497228	1.249796135	1.25004998	2.132235746	1.543963546	1.384806187
enpp2	protein_coding	chrNC_030682.1:122888601-122942850:-	gi|847135208|ref|XP_012820111.1|	4946	0	PREDICTED: ectonucleotide pyrophosphatase/phosphodiesterase family member 2 isoform X1 [Xenopus tropicalis]	gi|847135211|ref|XM_012964658.1|	3508	0	PREDICTED: Xenopus (Silurana) tropicalis ectonucleotide pyrophosphatase/phosphodiesterase 2 (enpp2), transcript variant X2, mRNA	Q64610	1380	0	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	SPBC725.05c	214	3.00E-59	COG1524	pfam01663	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase. This family consists of phosphodiesterases, including human plasma-cell membrane glycoprotein PC-1 / alkaline phosphodiesterase i / nucleotide pyrophosphatase (nppase). These enzymes catalyse the cleavage of phosphodiester and phosphosulfate bonds in NAD, deoxynucleotides and nucleotide sugars. Also in this family is ATX an autotaxin, tumor cell motility-stimulating protein which exhibits type I phosphodiesterases activity. The alignment encompasses the active site. Also present with in this family is 60-kDa Ca2+-ATPase form F. odoratum.	GO:0006935|chemotaxis;GO:0006955|immune response;GO:0034638|phosphatidylcholine catabolic process;GO:0009395|phospholipid catabolic process;GO:0010634|positive regulation of epithelial cell migration;GO:2000394|positive regulation of lamellipodium morphogenesis;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0045765|regulation of angiogenesis;GO:0030334|regulation of cell migration;	GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0047391|alkylglycerophosphoethanolamine phosphodiesterase activity;GO:0005509|calcium ion binding;GO:0004622|lysophospholipase activity;GO:0003676|nucleic acid binding;GO:0004551|nucleotide diphosphatase activity;GO:0004528|phosphodiesterase I activity;GO:0030247|polysaccharide binding;GO:0005044|scavenger receptor activity;GO:0008270|zinc ion binding;	K01122	ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]	25.36971365	29.73379223	20.75127109	13.61163079	19.69460167	9.423316832	168.7187584	93.78694349	133.3188505	84.10348258	176.1759306	69.46862886	25.05925152	32.83243933	25.49310915	37.57084982	27.95125806	22.33814474	129.0909004	107.8227262	120.5818984	59.77421113	133.5190884	61.42511344	17.32350781	7.576260895	23.13067595	17.4427732	40.70686572	7.585993802	67.14748569	130.201364	53.00783102	144.3482525	89.28360238	86.13799793	32.32946757	17.29286772	37.23808719	19.85183951	54.82044284	35.74673361	183.6527722	91.20923425	176.0524386	62.45252098	155.3697424	171.8238971
LOC100494394	protein_coding	chrNC_030680.1:122474148-122488238:-	gi|301617718|ref|XP_002938270.1|	3407	0	PREDICTED: netrin-4-like [Xenopus tropicalis]	gi|847121230|ref|XM_002938224.3|	2527	0	PREDICTED: Xenopus (Silurana) tropicalis netrin-4-like (LOC100494394), mRNA	Q9JI33	687	0	Netrin-4	.	.	.	.	pfam00055	Laminin_N	Laminin N-terminal (Domain VI).	GO:0030198|extracellular matrix organization;GO:0016322|neuron remodeling;GO:0060668|regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling;	GO:0005604|basement membrane;GO:0005886|plasma membrane;	GO:0043237|laminin-1 binding;	K06845	NTN4; netrin 4	2.959637787	6.842122093	3.292393513	2.272065129	2.48426815	2.421491972	2.721166328	2.201077715	3.365870133	0.433024569	1.422401163	0.706549384	4.897650068	2.041780865	6.046308378	4.07252946	5.825455393	5.357433795	3.504667593	0.303674244	15.36739903	0.789257165	14.54756548	0.9029259	5.985657621	2.639116051	3.636925359	4.010776156	4.395756884	2.409454166	0.856380311	0.521748311	0.307000425	6.723107291	1.299270151	0.163399609	3.195661581	5.340422296	3.674024258	5.018010636	4.007585431	3.865362223	3.783992807	1.335870855	3.638096962	2.397806789	2.497426357	3.3022345
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	1.183176205	1.945658019	1.051394824	5.200443723	3.174024504	3.945986056	1.132305721	0.50724267	1.131973671	1.528383461	1.06618909	0.957217689	2.787717927	9.807295129	2.212621339	2.200571153	2.460222794	6.985564981	1.670002802	8.305364405	3.284442493	1.059721347	1.935123165	1.861880233	11.24308742	2.798152309	6.143342092	7.32551053	5.037170536	3.672310421	1.595282368	1.897342872	3.431319187	2.751806641	0.825104461	3.680279995	1.352941431	1.984624723	2.187558375	3.287958651	2.79361019	2.173728014	0.934512922	1.434188015	1.192455092	0.79502673	1.030112437	0.501980963
liph	protein_coding	chrNC_030678.1:22383143-22401069:+	gi|58331861|ref|NP_001011098.1|	2450	0	lipase member H precursor [Xenopus tropicalis]	gi|58331860|ref|NM_001011098.1|	2303	0	Xenopus (Silurana) tropicalis lipase, member H (liph), mRNA	Q5XGE9	948	0	Lipase member H	.	.	.	.	pfam00151	Lipase	Lipase.	GO:0016042|lipid catabolic process;	GO:0005576|extracellular region;GO:0016020|membrane;	GO:0052689|carboxylic ester hydrolase activity;	K19404	LIPH_I; phosphatidic acid-selective&#160;phospholipase A1 [EC:3.1.1.-]	22.58813148	18.16463516	17.24919524	22.54694426	13.28384085	20.54624177	7.532239989	1.774683976	15.65722145	1.806532864	15.15629484	1.194780623	22.83771071	18.58751486	19.24411742	25.45185445	19.91461062	17.2295047	2.758851039	4.011840314	5.85253914	0.804359012	3.055605435	1.684031109	24.64919104	22.89593101	25.70689955	21.03851139	21.83520073	24.11832963	1.181646837	3.888999747	0.973387797	10.69593787	1.17700508	2.791882673	28.58022801	23.62196086	26.68636843	20.02418416	36.56844234	26.56680195	6.637604582	0.772524513	7.020283858	1.093704761	7.343503443	10.16790733
col12a1	protein_coding	chrNC_030681.1:82007932-82160037:-	gi|512841700|ref|XP_002936246.2|	15050	0	PREDICTED: collagen alpha-1(XII) chain isoform X1 [Xenopus tropicalis]	gi|512841699|ref|XM_002936200.2|	10383	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type XII, alpha 1 (col12a1), transcript variant X1, mRNA	P13944	162	4.00E-38	Collagen alpha-1(XII) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	.	K08132	COL12A; collagen, type XII, alpha	22.52763635	20.3919362	11.105229	19.28200914	12.74466135	19.17053478	13.97486912	5.400071381	9.99519767	5.779258864	5.482560627	4.71462382	14.68821029	19.87865947	10.85795515	15.99429192	10.41448211	14.09148646	16.57069891	14.58587225	11.236656	5.624109298	12.2572607	5.129434286	17.71702192	6.469857354	15.25049521	10.29473485	19.17887416	10.41084652	7.631755183	13.65524216	8.876612517	11.64636987	8.483443226	10.32277032	18.17771252	21.66084958	21.49957803	20.67217297	30.57606147	18.30689032	16.56630908	9.720153593	19.23279295	5.468584116	12.72522908	7.656254994
svep1	protein_coding	chrNC_030677.1:103624968-103803060:+	gi|847092916|ref|XP_012808841.1|	19268	0	PREDICTED: sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 isoform X1 [Xenopus tropicalis]	gi|847092915|ref|XM_012953387.1|	11625	0	PREDICTED: Xenopus (Silurana) tropicalis sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 (svep1), transcript variant X1, mRNA	P0C6B8	54.7	2.00E-07	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005737|cytoplasm;GO:0005576|extracellular region;GO:0016020|membrane;	GO:0005509|calcium ion binding;GO:0003682|chromatin binding;	K17495	CSMD; CUB and sushi domain-containing protein	3.007745264	3.009301477	3.361915099	2.902338563	2.009947612	2.029816097	0.603678707	0.464631365	0.659005607	0.676447985	0.600110484	0.256606495	4.872798004	8.045935326	2.075804976	3.847297474	3.602732172	2.358369871	0.830899129	2.533799847	0.403158459	1.334379699	0.780185763	0.299324887	2.396681455	1.056197452	3.66408222	3.092326349	6.046373252	2.132552803	0.571995386	2.022143171	1.980037111	1.472705571	0.915269757	0.946433001	3.915690749	2.470881199	4.132269178	2.532818281	6.000814202	5.57148913	0.863861745	0.53503899	0.537923832	0.346124087	0.673531176	0.576374263
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	24.18142726	23.93133991	24.31240281	18.0951766	35.39809115	22.70232184	13.35724456	14.44323966	15.94124159	18.86289323	10.17472341	7.141801177	11.75459364	21.1538146	10.17789968	15.85539461	9.116981291	11.16057294	19.93195517	15.423675	11.72029394	16.95425979	11.89528035	4.677671519	13.24570238	12.70075792	10.68758349	9.899442388	12.26898785	10.43378068	13.85578121	33.39085873	37.50932207	15.26379392	11.00610459	26.87327138	14.82798479	11.97598023	21.99134637	8.917543988	13.54797336	14.20855066	19.98689182	12.25938641	12.84913101	8.563161559	9.89863175	10.48704412
agrp	protein_coding	chrNC_030680.1:51722105-51733561:-	gi|301615828|ref|XP_002937367.1|	699	4.00E-89	PREDICTED: agouti-related protein [Xenopus tropicalis]	gi|847124204|ref|XM_002937321.2|	857	0	PREDICTED: Xenopus (Silurana) tropicalis agouti related neuropeptide (agrp), mRNA	P56413	70.1	2.00E-13	Agouti-related protein	.	.	.	.	pfam05039	Agouti	Agouti protein. The agouti protein regulates pigmentation in the mouse hair follicle producing a black hair with a subapical yellow band. A highly homologous protein agouti signal protein (ASIP)is present in humans and is expressed at highest levels in adipose tissue where it may play a role in energy homeostasis and possibly human pigmentation.	GO:0009755|hormone-mediated signaling pathway;GO:0007218|neuropeptide signaling pathway;GO:0060259|regulation of feeding behavior;	GO:0005615|extracellular space;GO:0005796|Golgi lumen;	GO:0005184|neuropeptide hormone activity;GO:0031781|type 3 melanocortin receptor binding;GO:0031782|type 4 melanocortin receptor binding;	K05231	AGRP; agouti related protein	4.891222109	6.089369419	7.712957185	3.536203493	4.827000526	5.772745483	0.348347888	0	0.3186078	0.18380511	0.188057607	0	4.754512482	3.867190224	4.795323379	7.151118312	4.382378745	2.534324003	0.909670801	0.680305687	2.208062983	0.757770842	2.52907849	0.28556868	1.987363148	2.035879062	4.919706737	4.299634757	4.135986358	3.17638323	0.639501491	1.919367722	0.343878579	1.915941522	0.37423127	0.146422274	7.354322696	3.788559334	5.536080895	3.782217005	9.145018457	6.208605528	0.282569439	0.203276535	3.533523523	0.135705661	0.332367622	0.139801417
ccl5	protein_coding	chrNC_030678.1:44440323-44444827:+	gi|512820816|ref|XP_004911784.1|	493	2.00E-61	PREDICTED: C-C motif chemokine 5-like isoform X2 [Xenopus tropicalis]	gi|512820815|ref|XM_004911727.1|	446	0	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 5-like (LOC100496523), transcript variant X2, mRNA	Q91ZL1	97.1	7.00E-25	C-C motif chemokine 5	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0050796|regulation of insulin secretion;GO:1901214|regulation of neuron death;GO:0009615|response to virus;	GO:0005615|extracellular space;	.	.	.	345.1404243	198.7300378	173.8859917	119.1122502	192.3209375	187.4200776	30.68898031	17.74243047	30.08343424	37.57701772	26.42363992	31.62568907	89.9295508	99.64741712	99.49227809	197.2680214	120.2090767	88.84963536	23.69165048	21.65080476	12.61020202	20.28311281	21.97142125	11.13461735	110.9306839	93.22881981	70.48219239	114.3207475	205.7512638	217.903297	20.48698947	82.46196958	22.61271517	20.05581238	43.11770741	33.79202839	179.6919117	105.0638947	316.2285915	122.0966361	168.4517006	234.0220803	39.60407096	27.84797367	31.65118043	24.5974117	34.32478176	28.72825083
sorl1	protein_coding	chrNC_030683.1:88148933-88232870:-	gi|847149331|ref|XP_012822697.1|	11486	0	PREDICTED: sortilin-related receptor [Xenopus tropicalis]	gi|847149330|ref|XM_012967243.1|	9559	0	PREDICTED: Xenopus (Silurana) tropicalis sortilin-related receptor, L(DLR class) A repeats containing (sorl1), mRNA	Q92673	3286	0	Sortilin-related receptor	.	.	.	.	pfam00057	Ldl_recept_a	Low-density lipoprotein receptor domain class A.	GO:0008203|cholesterol metabolic process;GO:0006869|lipid transport;GO:1902960|negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process;GO:1902430|negative regulation of amyloid-beta formation;GO:0043407|negative regulation of MAP kinase activity;GO:1902963|negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process;GO:1902997|negative regulation of neurofibrillary tangle assembly;GO:0050768|negative regulation of neurogenesis;GO:1901215|negative regulation of neuron death;GO:0032091|negative regulation of protein binding;GO:0032460|negative regulation of protein oligomerization;GO:1902948|negative regulation of tau-protein kinase activity;GO:1902771|positive regulation of choline O-acetyltransferase activity;GO:1902955|positive regulation of early endosome to recycling endosome transport;GO:2001137|positive regulation of endocytic recycling;GO:1902953|positive regulation of ER to Golgi vesicle-mediated transport;GO:0045732|positive regulation of protein catabolic process;GO:0070863|positive regulation of protein exit from endoplasmic reticulum;GO:1902966|positive regulation of protein localization to early endosome;GO:0006892|post-Golgi vesicle-mediated transport;GO:0051604|protein maturation;GO:0045053|protein retention in Golgi apparatus;GO:0006605|protein targeting;GO:0000042|protein targeting to Golgi;GO:0006622|protein targeting to lysosome;GO:0006898|receptor-mediated endocytosis;GO:0014910|regulation of smooth muscle cell migration;	GO:0005769|early endosome;GO:0005783|endoplasmic reticulum;GO:0005768|endosome;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0031985|Golgi cisterna;GO:0005887|integral component of plasma membrane;GO:0034362|low-density lipoprotein particle;GO:0016020|membrane;GO:0005641|nuclear envelope lumen;GO:0055037|recycling endosome;GO:0005802|trans-Golgi network;	GO:0030306|ADP-ribosylation factor binding;GO:0001540|amyloid-beta binding;GO:0030169|low-density lipoprotein particle binding;GO:0004888|transmembrane signaling receptor activity;	.	.	4.74766693	4.570089551	3.662650113	3.259244607	3.333043042	3.903113266	3.571545747	1.255525524	2.708020964	1.453672038	3.00447366	0.892875971	5.384208723	3.274810759	4.118294587	7.447203843	4.224936618	3.268902952	4.216325149	2.968932635	3.563196972	2.079510617	3.891053522	1.857137216	4.300500095	4.720460254	3.334872263	3.63054192	7.312802145	4.646813522	1.681827337	6.520716776	1.789074931	4.186780541	3.132060928	3.250826807	3.621661445	3.02098369	4.861512129	3.447766527	3.915311626	4.838628117	4.745533892	2.518032693	4.034346946	1.590500608	3.122672141	3.650000301
