GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	17.89560737	22.23470509	18.59503825	21.2896164	19.74336654	18.68580991	24.18142726	23.93133991	24.31240281	18.0951766	35.39809115	22.70232184	20.83395778	22.34243404	18.96519399	23.83727232	23.01149387	25.85098973	11.75459364	21.1538146	10.17789968	15.85539461	9.116981291	11.16057294	17.82755723	25.93633278	32.46451212	23.06993829	22.4198647	23.90685813	13.24570238	12.70075792	10.68758349	9.899442388	12.26898785	10.43378068	23.09690218	18.48889962	13.62433987	13.81940528	16.84346084	17.8962717	14.82798479	11.97598023	21.99134637	8.917543988	13.54797336	14.20855066
c9	protein_coding	chrNC_030677.1:183624473-183642059:+	gi|166796971|gb|AAI59018.1|	3203	0	c9 protein, partial [Xenopus tropicalis]	gi|847090069|ref|XM_004910445.2|	2021	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 9 (c9), mRNA	Q3MHN2	513	2.00E-173	Complement component C9	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0072562|blood microparticle;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005579|membrane attack complex;	.	K04000	C9; complement component 9	6.334891527	10.91342571	11.04824775	10.26917733	6.103914781	16.09785548	6.946293724	6.102508792	2.352407834	8.134015646	5.259108569	6.569675711	20.97559826	11.61205826	6.769932117	18.35241005	4.121883097	28.40032841	8.448686462	22.54168645	4.518697959	11.09681664	4.466309391	6.468779362	16.5328479	25.48504695	22.71781403	17.51587576	26.00345935	17.24860687	7.365021717	5.796301205	10.94877331	10.1837503	12.09192025	8.980198828	7.943172579	8.879360234	5.862347894	22.18827313	21.07710056	8.543786357	4.631452449	6.151964973	8.836661894	5.2775121	9.11879827	6.201006255
c1qtnf2	protein_coding	chrNC_030679.1:14192535-14197393:+	gi|847112639|ref|XP_012815122.1|	1406	0	PREDICTED: complement C1q tumor necrosis factor-related protein 2 isoform X1 [Xenopus tropicalis]	gi|847112638|ref|XM_012959668.1|	2235	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 2 (c1qtnf2), transcript variant X1, mRNA	Q9D8U4	342	4.00E-109	Complement C1q tumor necrosis factor-related protein 2	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0000187|activation of MAPK activity;GO:0046321|positive regulation of fatty acid oxidation;GO:0046326|positive regulation of glucose import;GO:0045725|positive regulation of glycogen biosynthetic process;GO:0070208|protein heterotrimerization;GO:0051260|protein homooligomerization;GO:0070206|protein trimerization;	GO:0005581|collagen trimer;GO:0005615|extracellular space;	GO:0042802|identical protein binding;GO:0005102|receptor binding;	.	.	2.843104569	6.157781908	5.368664411	6.02252112	4.717927913	5.07709498	0.642861966	0.668322303	0.398843644	0.988691428	1.016812076	1.162297748	3.052299823	1.892012106	3.409370924	3.488087703	3.348669812	2.901755255	0.576825211	0.541063365	0.368332496	0.449148163	0.457398887	0.389959824	3.058932414	4.617104341	2.121485911	4.528154757	3.456845838	3.426680191	0.303332111	0.072976141	0.417429029	0.495556768	0.569485711	0.343805133	2.699164294	3.141109528	3.442876167	4.391023281	4.699089057	4.376540226	0.641543117	0.786216393	0.694543401	0.994206931	1.01259829	0.850366229
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	6.048985205	5.875812666	8.267592599	6.393576923	5.168610309	6.058715357	14.61245987	15.10073045	12.20976186	13.58162716	13.30854781	10.9855884	4.379268879	1.698299786	3.680654202	3.700623513	2.179218503	2.268762972	13.23596774	8.25081964	12.86391341	11.12728351	12.00057295	10.16411412	2.497380599	5.365545479	3.384423271	5.357146642	4.721210792	4.536279908	9.954511846	9.855702465	8.630563003	9.544305561	12.49194462	9.949752241	5.015221398	6.017493174	2.472303783	3.552198198	6.041556261	4.676793554	9.920326082	11.68672625	14.22373674	8.53093689	13.85610501	9.8818707
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	63.79638675	109.5199254	101.4308317	143.9595602	76.51718046	150.5418664	38.34020167	28.36332841	22.03339582	56.97184314	36.20068737	41.1787339	107.4579936	42.94519124	56.82697538	69.5915015	64.04626135	70.16187872	44.04798626	52.16054826	27.49408796	24.89764391	30.82543606	43.00196717	83.93828528	79.91099119	80.40176357	88.61911384	59.66778397	63.49254724	42.52601216	11.33234974	47.77037116	39.48224276	36.59055146	26.88095732	45.82537114	131.6062468	23.59753719	85.23881837	106.5677698	79.58498211	26.4235579	45.70177349	35.28911923	46.65637846	36.96457532	36.24900122
nrtn	protein_coding	chrNC_030677.1:82641338-82717527:+	gi|512814689|ref|XP_004911064.1|	884	2.00E-105	PREDICTED: neurturin [Xenopus tropicalis]	gi|847093592|ref|XM_004911007.2|	5058	0	PREDICTED: Xenopus (Silurana) tropicalis neurturin (nrtn), mRNA	P97463	127	6.00E-31	Neurturin	.	.	.	.	pfam00019	TGF_beta	Transforming growth factor beta like domain.	GO:0021675|nerve development;GO:0001755|neural crest cell migration;GO:0031175|neuron projection development;GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway;	GO:0030424|axon;GO:0005576|extracellular region;	GO:0008083|growth factor activity;	.	.	13.10268867	9.627350449	12.19830479	9.511362112	7.130228003	6.066331427	0.60600353	0.31500205	0.446471473	0.19118049	0.356370308	0.22826198	14.16210603	12.78199189	13.4447938	11.06471238	10.48564792	3.073920909	0.89492679	0.266612625	0.486099857	0.435157299	0.718623268	0.413551699	19.2018135	9.046934591	7.324128525	11.84933782	12.84659259	7.224824806	0.416996694	0.286633583	0.543950037	0.356504679	0.939460018	0.451415382	5.276298567	5.748635833	10.35731174	10.05459599	11.68424189	12.28967418	0.592665091	0.51879712	0.572881587	0.562322497	0.942900309	0.87448424
bmp5	protein_coding	chrNC_030681.1:88268189-88340156:-	gi|301610724|ref|XP_002934893.1|	2441	0	PREDICTED: bone morphogenetic protein 5 [Xenopus tropicalis]	gi|847130080|ref|XM_002934847.3|	2793	0	PREDICTED: Xenopus (Silurana) tropicalis bone morphogenetic protein 5 (bmp5), transcript variant X1, mRNA	P22003	776	0	Bone morphogenetic protein 5	.	.	.	.	pfam00688	TGFb_propeptide	TGF-beta propeptide. This propeptide is known as latency associated peptide (LAP) in TGF-beta. LAP is a homodimer which is disulfide linked to TGF-beta binding protein.	GO:1905069|allantois development;GO:0030509|BMP signaling pathway;GO:0048738|cardiac muscle tissue development;GO:0060411|cardiac septum morphogenesis;GO:0051216|cartilage development;GO:0060710|chorio-allantoic fusion;GO:0003272|endocardial cushion formation;GO:0040007|growth;GO:0061384|heart trabecula morphogenesis;GO:0030902|hindbrain development;GO:0030539|male genitalia development;GO:0032348|negative regulation of aldosterone biosynthetic process;GO:0008285|negative regulation of cell proliferation;GO:2000065|negative regulation of cortisol biosynthetic process;GO:0010719|negative regulation of epithelial to mesenchymal transition;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043569|negative regulation of insulin-like growth factor receptor signaling pathway;GO:0071676|negative regulation of mononuclear cell migration;GO:0010894|negative regulation of steroid biosynthetic process;GO:0021502|neural fold elevation formation;GO:0001503|ossification;GO:0007389|pattern specification process;GO:0003344|pericardium morphogenesis;GO:0060037|pharyngeal system development;GO:1900006|positive regulation of dendrite development;GO:2000105|positive regulation of DNA-dependent DNA replication;GO:0050679|positive regulation of epithelial cell proliferation;GO:0010862|positive regulation of pathway-restricted SMAD protein phosphorylation;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;GO:0042981|regulation of apoptotic process;GO:0043408|regulation of MAPK cascade;GO:0001501|skeletal system development;GO:0060395|SMAD protein signal transduction;GO:0003323|type B pancreatic cell development;	GO:0005615|extracellular space;	GO:0070700|BMP receptor binding;GO:0005125|cytokine activity;GO:0005160|transforming growth factor beta receptor binding;	K04663	BMP5; bone morphogenetic protein 5	3.77497148	4.333037646	15.91419254	11.86479265	6.884950021	10.51661382	1.273037018	1.204293552	1.361751875	2.12059412	1.557791909	1.302123041	10.23009762	6.436397083	12.24671752	4.371433688	7.257593733	6.375996488	1.128316649	1.175570801	0.817426475	1.086232053	0.845906809	1.435437504	15.19121414	15.88787849	15.87407818	17.97003314	16.61433857	18.53171814	0.539401891	0.311448478	1.446165953	0.979552692	0.729137451	0.419227373	6.184167025	16.66650387	5.059691847	13.71613162	11.00013457	7.366071445	0.788539871	1.207952662	1.58795407	0.912264061	0.569183645	1.75961383
twsg2	protein_coding	chrNC_030677.1:127448458-127457611:-	gi|62751630|ref|NP_001015756.1|	1283	7.00E-175	twisted gastrulation homolog 2 [Xenopus tropicalis]	gi|62751629|ref|NM_001015756.1|	1195	0	Xenopus (Silurana) tropicalis twisted gastrulation homolog 2 (twsg2), mRNA	Q98T88	200	4.00E-60	Twisted gastrulation protein homolog 1-A	.	.	.	.	pfam04668	Tsg	Twisted gastrulation (Tsg) protein conserved region. Tsg was identified in Drosophila as being required to specify the dorsal-most structures in the embryo, for example amnioserosa. Biochemical experiments have revealed three key properties of Tsg: it can synergistically inhibit Dpp/BMP action in both Drosophila and vertebrates by forming a tripartite complete between itself, SOG/chordin and a BMP ligand; Tsg seems to enhance the Tld/BMP-1-mediated cleavage rate of SOG/chordin and may change the preference of site utilisation; Tsg can promote the dissociation of chordin cysteine-rich-containing fragments from the ligand to inhibit BMP signalling.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	6.932363945	17.13857941	25.72817906	16.45629503	14.02716574	20.06385453	5.796882705	4.543058856	4.724378055	5.967830985	3.953011034	3.864599487	27.70899127	11.70649649	16.60729779	18.0593847	17.19509357	13.0681045	11.84317893	12.06976741	6.760303742	9.259092277	8.212510894	6.515429156	21.69163558	27.74894167	16.87431484	21.58672231	27.42619432	15.96842381	6.656553363	3.542589609	9.405314039	7.076476438	13.11693037	6.417915022	10.08937033	15.29916534	8.540788065	22.36595639	18.46849254	16.78585909	3.532427667	6.953617968	5.740341012	5.950266083	6.405234455	4.832348685
igfbp4	protein_coding	chrNW_016683386.1:860049-892765:+	gi|512874129|ref|XP_002942630.2|	1291	6.00E-174	PREDICTED: insulin-like growth factor-binding protein 4 [Xenopus tropicalis]	gi|847169583|ref|XM_002942584.3|	1554	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 4 (igfbp4), mRNA	P24854	282	8.00E-90	Insulin-like growth factor-binding protein 4	.	.	.	.	pfam00219	IGFBP	Insulin-like growth factor binding protein.	GO:0001558|regulation of cell growth;GO:0043567|regulation of insulin-like growth factor receptor signaling pathway;	GO:0005615|extracellular space;	GO:0031994|insulin-like growth factor I binding;GO:0031995|insulin-like growth factor II binding;	.	.	3.295448076	7.741675448	5.595175125	8.801307009	4.716243429	7.838409693	3.865974953	7.442751142	4.244835922	5.989245556	3.519767665	5.795034076	8.935508353	7.235332662	6.668676873	9.513057153	4.556484477	10.48990607	4.977622958	5.734879179	2.184902227	6.124806062	3.625440513	4.561576368	8.574888675	11.9834007	4.987543203	10.5553256	13.74743887	9.189523596	6.941373422	0.895624812	6.366132416	3.681144577	5.956712594	2.976231089	3.007530513	7.249896543	4.960238445	7.596245429	6.690893842	6.288534643	3.89741159	6.513150165	4.566440893	4.880698735	7.123056988	6.364630228
svbp	protein_coding	chrNW_016684385.1:1720-8787:-	gi|847175562|ref|XP_012810579.1|	322	2.00E-34	PREDICTED: coiled-coil domain-containing protein 23 [Xenopus tropicalis]	gi|110289764|emb|CU025074.1|	537	0	Xenopus tropicalis finished cDNA, clone TTpA034n18	Q32LJ0	94.7	3.00E-23	Small vasohibin-binding protein	.	.	.	.	pfam14303	NAM-associated	No apical meristem-associated C-terminal domain. This domain is found in a number of different types of plant proteins including NAM-like proteins.	GO:0010596|negative regulation of endothelial cell migration;GO:0031397|negative regulation of protein ubiquitination;GO:0009306|protein secretion;	GO:0045177|apical part of cell;GO:0005576|extracellular region;	.	.	.	28.06433158	28.66216917	29.32483935	28.3453543	31.95763622	37.72490652	7.768676321	8.440632099	10.06617301	10.76793526	8.578605634	12.74784448	33.33739765	36.49915085	45.29686502	37.01453551	49.99589057	41.93794613	13.94705942	25.67431143	14.83706763	12.46469118	12.16159427	14.07035715	44.83466109	27.96896312	33.4598038	36.23645349	29.66835188	38.33948616	12.40020653	15.7166984	17.26034684	19.66021583	12.77591532	15.35247987	29.23560511	31.06519581	36.98465257	36.32947851	33.66705478	27.28866066	7.98301803	7.917537766	7.790737772	11.96990216	8.200196162	7.091332048
igfbp5	protein_coding	chrNC_030685.1:80037309-80055187:+	gi|847163481|ref|XP_012825854.1|	1320	5.00E-164	PREDICTED: insulin-like growth factor-binding protein 5 isoform X1 [Xenopus tropicalis]	gi|847163480|ref|XM_012970400.1|	6100	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 5 (igfbp5), transcript variant X1, mRNA	Q90WV8	330	2.00E-111	Insulin-like growth factor-binding protein 5	.	.	.	.	pfam00086	Thyroglobulin_1	Thyroglobulin type-1 repeat. Thyroglobulin type 1 repeats are thought to be involved in the control of proteolytic degradation. The domain usually contains six conserved cysteines. These form three disulphide bridges. Cysteines 1 pairs with 2, 3 with 4 and 5 with 6.	GO:0009952|anterior/posterior pattern specification;GO:0048009|insulin-like growth factor receptor signaling pathway;GO:0007399|nervous system development;GO:0001558|regulation of cell growth;	GO:0005576|extracellular region;	GO:0005520|insulin-like growth factor binding;	.	.	19.4381974	28.73333113	35.24667833	23.85953606	20.97556962	29.68367827	6.013869464	9.316411764	4.204514847	1.939999796	3.277792154	2.221741219	18.22576409	9.389097838	15.92930757	18.9041046	17.36052981	12.52973916	7.150516517	3.572052549	4.170493851	7.44320417	6.468739247	3.206854345	13.00718944	20.50976021	19.9761036	23.79848405	18.83316857	22.07021156	4.095761778	1.747539144	3.480084608	4.134426689	8.48963244	1.505335919	11.85858501	15.25819747	18.7489684	23.62484016	17.84155408	23.42922822	5.410395984	3.765460619	8.493572582	3.939964237	12.43920126	6.318313333
rcn3	protein_coding	chrNC_030683.1:102660411-102672722:+	gi|45361627|ref|NP_989389.1|	1645	0	calumenin precursor [Xenopus tropicalis]	gi|847099163|ref|XM_012956681.1|	2285	0	PREDICTED: Xenopus (Silurana) tropicalis reticulocalbin 3, EF-hand calcium binding domain (rcn3), transcript variant X1, mRNA	Q7SXV9	368	2.00E-119	Calumenin-B	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	3.845780656	24.61880808	6.432899053	16.08805967	3.005296276	9.020676126	1.183176205	1.945658019	1.051394824	5.200443723	3.174024504	3.945986056	11.97198098	16.37545337	7.24444483	16.24047544	5.582579908	8.372274427	2.787717927	9.807295129	2.212621339	2.200571153	2.460222794	6.985564981	18.6597449	26.61098333	9.138101789	16.09411552	15.03900616	16.6244112	11.24308742	2.798152309	6.143342092	7.32551053	5.037170536	3.672310421	3.867448374	13.88866582	2.611532411	11.76178712	6.770198339	5.081611893	1.352941431	1.984624723	2.187558375	3.287958651	2.79361019	2.173728014
cxcl12	protein_coding	chrNC_030683.1:37782394-37841002:-	gi|62751610|ref|NP_001015764.1|	482	3.00E-53	stromal cell-derived factor 1 precursor [Xenopus tropicalis]	gi|62751609|ref|NM_001015764.1|	2962	0	Xenopus (Silurana) tropicalis chemokine (C-X-C motif) ligand 12 (cxcl12), mRNA	Q5EBF6	190	8.00E-55	Stromal cell-derived factor 1	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007411|axon guidance;GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0050930|induction of positive chemotaxis;GO:0006954|inflammatory response;GO:0007509|mesoderm migration involved in gastrulation;GO:0030335|positive regulation of cell migration;	GO:0009897|external side of plasma membrane;GO:0005615|extracellular space;	GO:0042056|chemoattractant activity;GO:0008009|chemokine activity;GO:0045236|CXCR chemokine receptor binding;	K10031	CXCL12; C-X-C motif chemokine 12	16.81719372	21.11283316	30.0146387	15.01214683	28.14382649	16.30939093	36.76552194	21.0836295	29.93336278	31.49701784	30.61877138	21.16802575	33.26719257	7.880446525	31.00062292	11.28018419	27.52998292	32.54448499	74.57586815	34.43474057	39.86559822	42.72769497	47.49971905	39.21728261	21.03732724	26.61703092	13.34401001	32.50691657	24.67184645	17.86211442	35.93864179	26.36694787	41.31882814	55.08028258	76.83895215	41.71682602	23.10899084	15.81237414	19.94015115	15.5814619	30.95034504	23.93293008	30.54768948	24.46250617	57.18938198	26.90141005	57.53443859	40.76247659
c3	protein_coding	chrNC_030679.1:130561577-130587377:+	gi|197246359|gb|AAI68633.1|	8682	0	Unknown (protein for IMAGE:7685509), partial [Xenopus tropicalis]	gi|847170837|ref|XM_012953413.1|	5117	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 3 (c3), transcript variant X1, mRNA	Q0ZZJ6	1751	0	A.superbus venom factor 1	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006954|inflammatory response;	GO:0005615|extracellular space;	GO:0004866|endopeptidase inhibitor activity;GO:0046872|metal ion binding;	.	.	10.50540045	27.55750289	6.428137772	26.72854557	9.529420858	10.0792459	10.80560414	12.21537911	4.266307854	22.74027769	6.929052351	2.44836287	33.8858126	200.8168184	2.569630926	126.0231373	13.45169331	61.85683203	15.41694432	317.6258224	3.747035495	23.65599098	11.0081061	9.020817697	36.51406614	199.1705574	248.7918812	21.35676309	174.1093951	556.9118774	8.488263234	5.776605794	14.19040861	9.000277053	100.7915173	9.328490096	9.580391523	5.656926078	3.207588693	6.268728902	10.02308831	5.146218397	2.832734881	6.296420612	11.9306264	1.84450531	11.09993006	6.776699927
ndp	protein_coding	chrNC_030678.1:69268312-69285424:+	gi|301606442|ref|XP_002932837.1|	700	2.00E-89	PREDICTED: norrin [Xenopus tropicalis]	gi|847107595|ref|XM_002932791.3|	955	0	PREDICTED: Xenopus (Silurana) tropicalis Norrie disease (pseudoglioma) (ndp), mRNA	Q60HE4	210	4.00E-66	Norrin	.	.	.	.	pfam00007	Cys_knot	Cystine-knot domain. The family comprises glycoprotein hormones and the C-terminal domain of various extracellular proteins. It is believed to be involved in disulfide-linked dimerization.	GO:0016055|Wnt signaling pathway;	GO:0005615|extracellular space;	.	.	.	3.39095213	1.274741847	11.216879	6.982723279	4.862979694	7.426878899	2.503486248	0.185372934	1.369015145	0.885986444	2.603388364	0.664923564	3.844733684	1.16366138	2.978826282	3.109798461	1.526499481	2.15160993	2.459912888	2.578562237	2.574547726	2.304738867	2.283641773	2.190308371	3.401544492	4.349373406	3.78281407	3.082852244	2.323312257	3.852628823	1.009624784	1.457383203	2.022788826	2.343932987	1.938582486	1.348682994	3.759105063	4.803655939	2.615739471	5.36412139	4.284793723	3.30836879	1.024964216	0.719641839	1.857656845	0.992749455	1.418025526	1.286544877
a2m	protein_coding	chrNW_016683499.1:32552-61070:+	gi|847172643|ref|XP_012809557.1|	7666	0	PREDICTED: alpha-2-macroglobulin [Xenopus tropicalis]	gi|847172642|ref|XM_012954103.1|	4773	0	PREDICTED: Xenopus (Silurana) tropicalis alpha-2-macroglobulin (a2m), mRNA	P01023	1418	0	Alpha-2-macroglobulin	TM0984	86.7	5.00E-16	COG2373	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0007597|blood coagulation, intrinsic pathway;GO:0022617|extracellular matrix disassembly;GO:0001869|negative regulation of complement activation, lectin pathway;GO:0002576|platelet degranulation;GO:0051056|regulation of small GTPase mediated signal transduction;GO:0048863|stem cell differentiation;	GO:0072562|blood microparticle;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0031093|platelet alpha granule lumen;	GO:0048306|calcium-dependent protein binding;GO:0019899|enzyme binding;GO:0019838|growth factor binding;GO:0005096|GTPase activator activity;GO:0019966|interleukin-1 binding;GO:0019959|interleukin-8 binding;GO:0002020|protease binding;GO:0005102|receptor binding;GO:0004867|serine-type endopeptidase inhibitor activity;GO:0043120|tumor necrosis factor binding;	K03910	A2M; alpha-2-macroglobulin	1.829536963	1.244747922	5.44819837	1.710054681	3.951171002	2.567116837	0.064191955	0.111223761	0.062227961	0.202511187	0.338440487	0.048358077	3.998523031	1.34163312	3.333448458	1.644737853	2.849465698	4.288875795	0.215992351	0.7244532	0.147117013	0.124580479	0.279111772	0.121683798	1.06905684	1.246820377	2.627336318	1.130379156	1.659508755	1.371274666	0.138823408	0.0	0.232927198	0.0	0.077543299	0.012260754	3.900958084	1.55412398	4.783066461	2.254485801	4.340987739	4.939471543	0.179368738	0.0	0.260071958	0.012409368	0.246613135	0.115789039
pdlim2	protein_coding	chrNC_030679.1:119562823-119570334:+	gi|301606299|ref|XP_002932747.1|	807	1.00E-102	PREDICTED: PDZ and LIM domain protein 2 [Xenopus tropicalis]	gi|847111239|ref|XM_002932701.3|	1268	0	PREDICTED: Xenopus (Silurana) tropicalis PDZ and LIM domain 2 (mystique) (pdlim2), transcript variant X1, mRNA	Q8R1G6	155	7.00E-41	PDZ and LIM domain protein 2	.	.	.	.	pfam00412	LIM	LIM domain. This family represents two copies of the LIM structural domain.	.	GO:0015629|actin cytoskeleton;GO:0030864|cortical actin cytoskeleton;GO:0070062|extracellular exosome;GO:0005925|focal adhesion;GO:0001725|stress fiber;	GO:0008270|zinc ion binding;	.	.	15.04247284	33.09414655	22.5658818	12.56984139	20.13056751	22.04130133	10.68406375	28.96593264	18.7360186	24.37991138	13.79438971	28.07242418	14.72871571	12.33162043	23.43237788	16.92999723	24.9674145	28.47910416	4.974301654	7.539441229	14.52044277	5.979781689	6.64323118	22.11138382	19.81938436	14.59562084	14.40576049	22.14590272	18.28969297	14.32822615	12.90204257	19.19177236	8.215228968	9.943822901	11.35943536	11.65551979	23.30042356	25.40875586	31.44668139	32.3236166	28.68045193	23.35710576	5.910102899	22.91947374	16.75245937	19.02958791	14.98875034	7.659014954
