GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
mmp15	protein_coding	chrNC_030680.1:27645917-27683484:+	gi|62860164|ref|NP_001015921.1|	3159	0	matrix metalloproteinase-15 [Xenopus tropicalis]	gi|77682534|ref|NM_001015921.2|	3469	0	Xenopus tropicalis matrix metallopeptidase 15 (mmp15), mRNA	P51511	786	0	Matrix metalloproteinase-15	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0006464|cellular protein modification process;GO:0030574|collagen catabolic process;GO:0035987|endodermal cell differentiation;GO:0022617|extracellular matrix disassembly;GO:0006508|proteolysis;GO:0032355|response to estradiol;	GO:0031012|extracellular matrix;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K07995	MMP15; matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	10.91999328	9.463323427	9.521067598	11.67456698	9.327912518	6.952518013	2.643030967	2.362264157	2.89208086	4.88356348	1.458343535	3.277505713	8.240587775	8.306910667	9.511607403	6.731114888	8.963375312	10.62808878	2.08285178	1.81456493	1.599616606	1.545340673	2.663549867	2.174854802	7.214633734	7.310202755	6.670657848	10.08330721	6.359153661	7.555540546	1.691103402	1.487727699	1.521161626	2.111675529	2.007389149	1.666086619	6.064733216	12.85732716	8.059097125	11.36987115	8.350435932	7.416793499	1.920005804	4.503754394	2.297425683	2.608935492	2.29255714	1.817051148
c2	protein_coding	chrNC_030684.1:53833003-53870229:-	gi|512861362|ref|XP_002943019.2|	4111	0	PREDICTED: complement C2 [Xenopus tropicalis]	gi|847157853|ref|XM_002942973.3|	2469	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 2 (c2), mRNA	Q3SYW2	576	0	Complement C2	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0006958|complement activation, classical pathway;GO:0045087|innate immune response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;GO:0004252|serine-type endopeptidase activity;	K01332	C2; complement component 2 [EC:3.4.21.43]	11.16709767	10.35408334	5.161137761	12.21977001	12.26005836	7.60173232	1.836939617	2.429022217	1.401638672	1.956037188	0.583485877	2.056553546	6.124159192	13.11622836	4.611243598	4.209511163	6.66968948	8.465188609	1.0945421	0.802611269	0.794109693	1.244999336	1.120982824	1.306506097	6.991525474	6.502927911	6.480452246	7.389649882	6.13571686	7.348200387	0.999849779	0.839008525	1.072329611	0.691139072	0.458948582	1.506415217	6.989363467	13.52468099	6.899449641	11.56313626	7.016312094	5.28877802	1.167718013	2.099518974	0.749543886	2.255303497	0.91232476	1.615065916
crp.1	protein_coding	chrNC_030684.1:105623428-105626400:-	gi|512879712|ref|XP_002934127.2|	1273	4.00E-171	PREDICTED: C-reactive protein-like [Xenopus tropicalis]	gi|847172473|ref|XM_002934081.3|	1628	0	PREDICTED: Xenopus (Silurana) tropicalis C-reactive protein-like (LOC100494488), mRNA	Q07203	186	4.00E-53	C-reactive protein	.	.	.	.	pfam00354	Pentaxin	Pentaxin family. Pentaxins are also known as pentraxins.	GO:0006953|acute-phase response;	GO:0005576|extracellular region;	GO:0046872|metal ion binding;	.	.	2.688230193	11.27653974	3.861001434	8.272710732	4.164341105	7.28126617	0.955157019	6.03842347	3.633021139	2.254537114	0.337106969	3.735024254	4.624792556	7.581294279	2.604663016	7.970656724	2.448930923	1.660108977	2.388731381	5.819871486	2.842229806	4.208994416	1.402554017	1.940989954	11.56021224	15.4446422	36.58060638	3.415475944	25.02945135	14.92121926	3.84921378	3.774868393	9.5908747	3.104198698	5.104252468	5.963209847	5.609601969	4.2597691	3.402499373	6.809939491	3.859556028	3.186377057	1.690445925	1.708540655	2.111101274	4.316167218	2.253320471	1.900384421
LOC100488368	protein_coding	chrNC_030683.1:50674641-50686739:+	gi|301620831|ref|XP_002939769.1|	2842	0	PREDICTED: protein NDNF-like isoform X1 [Xenopus tropicalis]	gi|847147005|ref|XM_002939723.3|	3674	0	PREDICTED: Xenopus (Silurana) tropicalis protein NDNF-like (LOC100488368), transcript variant X1, mRNA	Q8TB73	403	7.00E-125	Protein NDNF	.	.	.	.	pfam10179	DUF2369	Uncharacterized conserved protein (DUF2369). This is a proline-rich region of a group of proteins found from plants to fungi. The function is not known.	GO:0001525|angiogenesis;GO:0016049|cell growth;GO:0071456|cellular response to hypoxia;GO:0030198|extracellular matrix organization;GO:2000352|negative regulation of endothelial cell apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0001764|neuron migration;GO:0007263|nitric oxide mediated signal transduction;GO:0019800|peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan;GO:0010811|positive regulation of cell-substrate adhesion;GO:0010976|positive regulation of neuron projection development;GO:0002931|response to ischemia;GO:0061042|vascular wound healing;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005622|intracellular;GO:0005578|proteinaceous extracellular matrix;	GO:0005539|glycosaminoglycan binding;GO:0008201|heparin binding;	.	.	11.24825421	7.004845887	18.39955294	7.795725999	7.122121356	8.932429323	0.105810808	0.185111916	0.119881829	0.12268623	0.205393018	0.068249101	3.624398224	5.311013341	6.624573986	1.991929027	2.925200488	5.852243117	0.089701676	0.033710656	0.192116619	0.052291497	0.037666121	0.125428243	6.547287593	2.440656827	3.584613455	3.43678006	3.180848379	3.33075526	0.017228683	0.112766034	0.110865617	0.142910462	0.11994206	0.017158314	4.002932395	31.21615728	9.905389651	13.5400131	12.33917493	14.36271137	0.053504276	0.154856842	0.215874935	0.108257725	0.210205755	0.130991235
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	15.89666939	46.28892033	6.78614503	49.69659069	29.04671747	21.77453172	423.6305587	593.3470481	234.5544617	1001.891492	449.6474717	653.7064898	11.34971514	34.41554064	6.36769768	12.54693665	4.55699404	8.101754194	257.6298993	151.157926	188.9490482	217.255109	249.3801404	403.7717164	16.66113689	9.298471057	21.51146282	9.594672373	11.6925374	16.49957187	383.7018613	189.7624466	294.1413035	263.1260766	165.3364361	531.0763924	26.7434626	38.13526469	8.161666997	21.14771734	12.39190453	9.005562453	243.9425931	563.6696211	389.256525	580.0964252	376.2316663	320.6667367
vegfc	protein_coding	chrNC_030677.1:38327872-38416118:+	gi|301607536|ref|XP_002933363.1|	2186	0	PREDICTED: vascular endothelial growth factor C [Xenopus tropicalis]	gi|847095234|ref|XM_002933317.3|	2029	0	PREDICTED: Xenopus (Silurana) tropicalis vascular endothelial growth factor C (vegfc), mRNA	P49767	578	0	Vascular endothelial growth factor C	.	.	.	.	pfam00341	PDGF	PDGF/VEGF domain.	GO:0001525|angiogenesis;GO:0009887|animal organ morphogenesis;GO:0050930|induction of positive chemotaxis;GO:0016331|morphogenesis of embryonic epithelium;GO:0045776|negative regulation of blood pressure;GO:0008285|negative regulation of cell proliferation;GO:0002576|platelet degranulation;GO:0045766|positive regulation of angiogenesis;GO:0043536|positive regulation of blood vessel endothelial cell migration;GO:0051781|positive regulation of cell division;GO:0008284|positive regulation of cell proliferation;GO:0001954|positive regulation of cell-matrix adhesion;GO:0001938|positive regulation of endothelial cell proliferation;GO:1901492|positive regulation of lymphangiogenesis;GO:0060754|positive regulation of mast cell chemotaxis;GO:0002052|positive regulation of neuroblast proliferation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0031954|positive regulation of protein autophosphorylation;GO:0050714|positive regulation of protein secretion;GO:0030947|regulation of vascular endothelial growth factor receptor signaling pathway;GO:0042493|response to drug;GO:0001666|response to hypoxia;GO:0007165|signal transduction;GO:0006929|substrate-dependent cell migration;GO:0048010|vascular endothelial growth factor receptor signaling pathway;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0016020|membrane;GO:0031093|platelet alpha granule lumen;	GO:0042056|chemoattractant activity;GO:0008083|growth factor activity;GO:0043185|vascular endothelial growth factor receptor 3 binding;	K05449	VEGFC_D; vascular endothelial growth factor C/D	28.7076625	25.5609605	30.88191916	24.29044522	29.0428028	31.39045387	6.057428727	1.829212424	12.43524179	5.029492448	3.896876771	4.698418847	20.86422462	26.80145249	21.2643982	24.79356532	26.00695616	23.12332796	6.968295097	5.814004423	7.208410919	4.218785842	7.751762056	3.713594882	17.67519411	26.1231987	20.23399497	23.968007	19.80607328	23.05574108	5.068848513	3.159702796	3.427810365	3.417504974	4.618996119	4.351849396	31.15960817	26.62098335	29.93373918	28.86900455	27.91367746	23.80317356	5.040377227	3.815403805	2.84189913	5.988310568	3.935104244	2.901944901
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	7.237986497	6.012536554	5.077772599	10.93066115	6.140489799	6.593742915	63.29130618	26.61904718	35.87038796	25.91022186	34.4723519	31.77491054	10.04625549	6.804142711	5.198072665	9.197868088	7.846298096	3.608053287	48.58902889	36.2335762	28.02340554	31.13817938	53.43163229	31.06211489	11.6212476	17.44075223	10.66330611	10.29380563	20.23695798	16.11570873	49.67204032	52.06866955	69.84089883	53.14601297	50.89772319	42.56556888	14.1388448	7.476022231	8.274575164	7.297256424	7.09232301	7.910271691	61.26045463	18.15778845	70.51925785	38.41324612	74.18487308	78.6901329
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	9.431415454	14.3960963	5.678364755	21.91591628	4.218593851	7.621651056	4.906388977	7.994441225	5.179056991	6.302432614	2.402379041	5.159793378	15.66321134	12.0325614	5.354973484	15.88548105	13.64527751	6.237800545	6.510392437	14.29072516	5.375521277	9.296387871	10.04443054	9.142773393	17.36546714	23.52055991	23.66865657	12.91558838	48.74831524	24.63689842	14.05784231	8.866393982	13.04497749	9.606066112	9.798046242	13.28342157	17.39463526	10.46569979	9.751700546	5.811397326	6.608750282	7.138645735	8.276417081	5.260116484	7.853697252	4.424611915	5.682612567	6.605594425
dpt	protein_coding	chrNC_030678.1:68364301-68390621:-	gi|71896109|ref|NP_001025599.1|	896	2.00E-114	dermatopontin precursor [Xenopus tropicalis]	gi|71896108|ref|NM_001030428.1|	1728	0	Xenopus (Silurana) tropicalis dermatopontin (dpt), mRNA	Q9QZZ6	298	6.00E-96	Dermatopontin	.	.	.	.	pfam14704	DERM	Dermatopontin. Members of this family mediate cell adhesion via cell surface integrin binding. They also induce haemagglutination and aggregation of amebocytes.	GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0008285|negative regulation of cell proliferation;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	.	.	.	157.7486191	156.8110061	147.8173674	133.5184638	150.6015425	111.0604556	98.46205917	208.1307113	76.35705401	229.6972659	147.5641862	132.55646	128.6620793	148.2591792	108.746085	77.44282798	105.5632345	117.546134	81.3229578	53.07471672	72.34460628	65.3738128	76.24006588	123.2824412	110.4989848	117.0379617	84.33738829	120.1655062	81.83568884	93.68291944	99.78255105	57.26228328	76.09754819	85.19198219	49.54590744	176.496419	115.8232549	184.2050175	142.1836702	193.3396839	187.1794497	145.992855	68.59638382	168.8320946	83.6498506	160.1236583	97.09565597	85.02450893
c1qtnf1	protein_coding	chrNC_030685.1:11842355-11853886:-	gi|163915089|ref|NP_001106527.1|	1379	0	complement C1q tumor necrosis factor-related protein 8 precursor [Xenopus tropicalis]	gi|847162294|ref|XM_012970010.1|	1150	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 1 (c1qtnf1), transcript variant X1, mRNA	Q5XIG2	295	5.00E-96	Complement C1q tumor necrosis factor-related protein 1	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	.	.	.	20.60459985	21.28487734	20.8695521	16.51853162	17.32378606	15.6524945	10.98638215	24.6234261	7.495786335	17.63801255	18.79078215	11.88323665	16.66533944	16.14982062	15.20378568	16.15009768	14.31953333	16.50318344	6.992487426	3.554041213	5.523937511	5.958472095	4.572732632	8.186054806	14.03508958	13.69807889	12.25571411	12.54110792	13.06558168	13.87040902	8.916787401	4.623374717	6.080288217	5.878311174	4.488783185	11.12786812	13.71669629	19.05388337	20.66543546	26.12427177	21.59983829	22.08737339	8.147879361	15.88645671	9.483010438	14.06496912	10.52113313	8.7882589
LOC101732593	protein_coding	chrNC_030682.1:4869522-4872931:-	gi|512849524|ref|XP_004915576.1|	774	7.00E-102	PREDICTED: cathelicidin-related peptide Oh-Cath-like [Xenopus tropicalis]	gi|847136883|ref|XM_004915519.2|	633	0	PREDICTED: Xenopus (Silurana) tropicalis cathelicidin-related peptide Oh-Cath-like (LOC101732593), mRNA	.	.	.	.	.	.	.	.	pfam00666	Cathelicidins	Cathelicidin. A novel protein family, showing a conserved proregion and a variable carboxyl-terminal antimicrobial domain. This region shows similarity to cystatins.	.	.	.	.	.	17.02437611	116.618857	40.68855032	160.1456502	21.96377519	95.50178428	4.258595224	28.63991308	28.55562116	40.40921821	10.84307994	23.15193196	252.2087754	67.23493345	35.72520882	144.2669418	34.63217447	21.89946714	47.86155739	46.12989425	22.33737362	35.27692955	11.26140398	12.77489319	101.1325979	207.2685719	602.2133873	93.81534716	92.60435167	164.7327514	28.03346722	21.0717188	97.20867368	55.05250935	17.24049803	100.4293593	126.1201054	81.25878866	10.81251286	83.24352705	37.40257683	48.70818638	23.17469216	24.2377481	3.413290142	41.80719067	15.6110943	20.55019075
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	88.4878746	112.1789085	68.90965933	190.4187109	85.0784091	55.61275818	1.175402487	6.808489324	4.205402668	8.423111991	0.174669047	3.052539854	117.7155694	1082.756538	117.894439	177.469402	122.7883152	120.1563372	11.64277504	41.72449046	2.396219681	7.68394313	4.206174087	2.598076623	171.8405002	157.6011832	212.9420895	119.8233823	396.9552632	267.3789731	10.1534958	8.790630377	20.02895705	8.877607443	8.31485218	25.80171419	135.1364694	138.2351342	110.839975	126.8618532	91.317761	122.8187413	6.068665516	3.983694728	1.051777675	5.590961355	2.027829894	3.369751602
mmp25	protein_coding	chrNC_030685.1:6958677-6969190:-	gi|847165172|ref|XP_012826266.1|	2646	0	PREDICTED: matrix metalloproteinase-25 [Xenopus tropicalis]	gi|847165171|ref|XM_012970812.1|	1829	0	PREDICTED: Xenopus (Silurana) tropicalis matrix metallopeptidase 25 (mmp25), mRNA	Q9ULZ9	476	3.00E-157	Matrix metalloproteinase-17	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0042756|drinking behavior;GO:0001822|kidney development;GO:0006508|proteolysis;	GO:0031225|anchored component of membrane;GO:0005887|integral component of plasma membrane;GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	K07997	MMP17; matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-]	2.309240695	5.711243887	2.423293376	4.156806644	2.196555759	4.929866412	1.0636085	2.678340672	2.037108631	1.40941711	1.251277121	1.200567967	5.873446285	6.003269597	1.933603005	5.019731064	1.44912518	1.205015213	2.374423399	5.224075696	0.929814458	1.752110899	0.662583658	0.870554204	3.239511194	9.918362397	28.49937032	2.852459732	6.766949352	5.19145139	1.991598071	2.424478306	7.243725885	3.052633936	0.889888673	3.420756036	5.922038272	2.152483769	1.575284021	4.086262962	1.767312204	2.746091832	1.075648218	1.18187696	0.632908295	1.843902701	1.085839408	0.909165013
mmp2	protein_coding	chrNC_030680.1:45322370-45354092:+	gi|62752843|ref|NP_001015789.1|	3410	0	72 kDa type IV collagenase precursor [Xenopus tropicalis]	gi|62752842|ref|NM_001015789.1|	2620	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 2 (mmp2), mRNA	P08253	1101	0	72 kDa type IV collagenase	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0001525|angiogenesis;GO:0001955|blood vessel maturation;GO:0060346|bone trabecula formation;GO:0044267|cellular protein metabolic process;GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0007566|embryo implantation;GO:0035987|endodermal cell differentiation;GO:0048013|ephrin receptor signaling pathway;GO:0022617|extracellular matrix disassembly;GO:0060325|face morphogenesis;GO:0001957|intramembranous ossification;GO:0045089|positive regulation of innate immune response;GO:1904707|positive regulation of vascular smooth muscle cell proliferation;GO:0006508|proteolysis;GO:0001666|response to hypoxia;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;GO:0030017|sarcomere;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K01398	MMP2; matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	177.419968	112.591413	140.7632703	160.7680642	141.7739807	98.69872604	128.9894592	219.3692076	92.0517395	262.4127214	96.48689816	232.3957546	153.0912247	131.5440264	154.8631907	80.84029735	146.1275104	142.6058675	106.6177136	53.1811337	86.98730924	92.51530074	81.5258612	210.3354628	122.6855211	113.312793	66.20650715	140.7784443	101.6704438	103.7775096	183.1298553	83.62478028	134.2446796	110.7721627	86.01899261	172.0116168	104.139783	197.8064729	150.3145633	211.2251831	170.9689977	137.8214737	93.26044536	203.5700105	106.3553731	209.5213533	125.0805006	130.7069253
adamts15	protein_coding	chrNC_030683.1:47049967-47095877:+	gi|847147703|ref|XP_012822382.1|	4946	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 15 isoform X1 [Xenopus tropicalis]	gi|847147702|ref|XM_012966928.1|	3424	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 15 (adamts15), transcript variant X1, mRNA	P59384	1380	0	A disintegrin and metalloproteinase with thrombospondin motifs 15	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	.	GO:0009986|cell surface;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0004175|endopeptidase activity;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	K08629	ADAMTS15; a disintegrin and metalloproteinase with thrombospondin motifs 15 [EC:3.4.24.-]	14.06348118	4.732561691	4.728601756	5.620737736	6.168769797	2.990211338	4.870688519	6.521419445	4.821730593	6.979633115	2.198758595	6.630334491	5.96499256	4.538131283	5.737669161	2.777476991	7.104720815	4.059936029	5.300679022	3.283979771	2.970692171	3.246765642	3.185443194	5.294174522	3.25026684	4.395782781	2.74338627	5.788702618	3.044806804	5.179900163	5.14574383	3.802600788	3.461589392	4.130662004	3.393415709	4.812467221	5.546556992	8.048678138	5.241181141	5.356030528	5.081795014	5.177275779	3.9712063	6.023203199	5.39226065	4.886749072	4.538063765	4.687614905
col3a1	protein_coding	chrNC_030685.1:39803845-39864240:-	gi|218847780|ref|NP_001136379.1|	1436	1.00E-166	collagen alpha-1(III) chain precursor [Xenopus tropicalis]	gi|218847779|ref|NM_001142907.1|	5222	0	Xenopus (Silurana) tropicalis collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) (col3a1), mRNA	P13941	147	4.00E-34	Collagen alpha-1(III) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0007568|aging;GO:0060414|aorta smooth muscle tissue morphogenesis;GO:0007160|cell-matrix adhesion;GO:0071230|cellular response to amino acid stimulus;GO:0021987|cerebral cortex development;GO:0030199|collagen fibril organization;GO:0048565|digestive tract development;GO:0007507|heart development;GO:0007229|integrin-mediated signaling pathway;GO:0050777|negative regulation of immune response;GO:2001223|negative regulation of neuron migration;GO:0018149|peptide cross-linking;GO:0035025|positive regulation of Rho protein signal transduction;GO:0034097|response to cytokine;GO:0009612|response to mechanical stimulus;GO:0009314|response to radiation;GO:0001501|skeletal system development;GO:0043588|skin development;GO:0007179|transforming growth factor beta receptor signaling pathway;GO:0042060|wound healing;	GO:0005586|collagen type III trimer;GO:0031012|extracellular matrix;GO:0005615|extracellular space;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	1139.448386	459.8421777	459.424805	627.6162562	512.8782085	520.4962853	433.5040746	615.1459783	263.4585557	834.2032253	194.1789034	706.6869533	556.8605905	416.2515742	393.8420073	199.6193594	359.6285725	480.8836362	214.8370897	34.86161431	113.8359296	83.97744577	133.1741666	213.0710217	445.6007118	434.3805425	271.4775674	398.4284282	260.9733605	296.534217	350.9329228	117.3384059	202.9112938	199.2665149	53.0629984	477.9527436	216.9501293	1016.524902	357.9725703	775.3879455	428.952382	402.2399156	160.1359863	1005.348473	147.4978286	618.5830542	270.2717558	363.9602814
scg3	protein_coding	chrNC_030679.1:92450614-92479917:-	gi|452881615|ref|NP_001263623.1|	2186	0	secretogranin-3 isoform 1 precursor [Xenopus tropicalis]	gi|452881614|ref|NM_001276694.1|	2418	0	Xenopus (Silurana) tropicalis secretogranin III (scg3), transcript variant 1, mRNA	F7E728	835	0	Secretogranin-3	.	.	.	.	pfam15467	SGIII	Secretogranin-3. Secretogranin_3 is a family of vertebrate proteins that is one of the granin family. Granins are rich in acidic amino acids, exhibit aggregation at low pH, and possess a high capacity for calcium binding. Because granins are restricted in their localisation to secretory granules of neuroendocrine cells, two interesting characteristics of their sorting mechanisms have been observed. These are, first, that they aggregate on low pH/high calcium concentrations and second that two of them carry an N-terminal disulfide loop, mutations in which lead to mis-sorting. Thus, granins are thought to be essential for the sorting of secretory proteins at the trans-Golgi network. Chromogranin A (CgA) binds to SGIII in secretory granules of endocrine cells. SGIII directly binds to cholesterol components of the secretory granule membrane and targets CgA to secretory granules in pituitary and pancreatic endocrine cells. Mutations in the SGIII gene may influence the risk of obesity through possible regulation of hypothalamic neuropeptide secretion.	.	GO:0031410|cytoplasmic vesicle;GO:0005576|extracellular region;GO:0030658|transport vesicle membrane;	.	.	.	7.239766343	7.426746061	7.656854457	6.056333855	7.206214228	2.632747744	0.026795486	0.025569636	0.052043701	0.079891742	0.085113236	0.025925062	2.496184748	5.371733243	3.435285409	4.171128817	3.321546591	3.974130929	0.0	0.0	0.0	0.026484555	0.02861566	0.027225769	2.989612894	3.006831595	2.962183948	3.8326405	2.685055818	6.722654343	0.130889541	0.028556824	0.056151127	0.054285881	0.0	0.026070987	2.795852665	6.338594216	3.941242815	10.28660218	4.930009022	8.58134301	0.054197605	0.0	0.05466808	0.027415142	0.02661621	0.085299858
