GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
col5a2	protein_coding	chrNC_030685.1:39677783-39793267:+	gi|512867119|ref|XP_002931546.2|	2285	0	PREDICTED: collagen alpha-2(V) chain [Xenopus tropicalis]	gi|847166874|ref|XM_002931500.3|	6892	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 2 (col5a2), mRNA	P05997	58.2	1.00E-06	Collagen alpha-2(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:1903225|negative regulation of endodermal cell differentiation;GO:0001503|ossification;GO:0001501|skeletal system development;GO:0043588|skin development;	GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	39.67112764	69.00289091	53.09024248	51.78716479	29.98179016	61.52551436	17.06110043	11.83652905	7.001731986	17.54624427	15.31489779	24.49574215	38.39125523	27.39809294	30.60899219	43.00852725	30.55540438	31.03197114	6.745582149	4.654314284	6.946428609	6.42425447	4.0751064	10.46111928	39.91381736	46.57014963	41.96572299	40.37281388	39.66560571	39.01932112	13.64342721	8.245250087	3.785590077	9.091668132	5.022997244	7.003120829	33.53821741	65.85800979	24.22910611	56.21237004	45.89538038	38.75827388	7.337434565	15.44101537	8.779927807	26.83528346	16.05513592	19.87835957
gpi	protein_coding	chrNC_030680.1:19407485-19430385:-	gi|58332406|ref|NP_001011010.1|	2989	0	glucose-6-phosphate isomerase [Xenopus tropicalis]	gi|58332405|ref|NM_001011010.1|	2119	0	Xenopus (Silurana) tropicalis glucose-6-phosphate isomerase (gpi), mRNA	P06744	965	0	Glucose-6-phosphate isomerase	HI1576	722	0	COG0166	pfam00342	PGI	Phosphoglucose isomerase. Phosphoglucose isomerase catalyses the interconversion of glucose-6-phosphate and fructose-6-phosphate.	GO:0046185|aldehyde catabolic process;GO:0001525|angiogenesis;GO:0061621|canonical glycolysis;GO:0005975|carbohydrate metabolic process;GO:0034101|erythrocyte homeostasis;GO:0006094|gluconeogenesis;GO:0051156|glucose 6-phosphate metabolic process;GO:0042593|glucose homeostasis;GO:0007599|hemostasis;GO:0006959|humoral immune response;GO:0001701|in utero embryonic development;GO:0007611|learning or memory;GO:0001707|mesoderm formation;GO:0019242|methylglyoxal biosynthetic process;GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0046686|response to cadmium ion;GO:0032355|response to estradiol;GO:0035902|response to immobilization stress;GO:0043278|response to morphine;GO:0035994|response to muscle stretch;GO:0032570|response to progesterone;GO:0033574|response to testosterone;	GO:0060170|ciliary membrane;GO:0005737|cytoplasm;GO:0005829|cytosol;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0043209|myelin sheath;GO:0043005|neuron projection;GO:0005654|nucleoplasm;GO:0005886|plasma membrane;	GO:0004347|glucose-6-phosphate isomerase activity;GO:0016866|intramolecular transferase activity;GO:0048029|monosaccharide binding;GO:0031625|ubiquitin protein ligase binding;	K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	548.621324	424.9517704	408.725776	455.6646819	434.672551	552.9554811	1650.026056	1852.379115	1143.958407	1608.178229	1118.294214	1488.157749	444.2832202	379.3817235	408.2112865	458.3802662	440.2650226	499.6957344	554.3572421	175.77774	705.7252422	388.8774561	673.2025983	690.2308782	298.9835668	304.2042304	520.6521265	384.7494526	317.413023	433.0058743	1037.354929	480.3690524	899.8485898	939.0680803	238.2613872	663.8265385	439.4487276	526.07276	440.4088026	600.9180806	441.4209295	494.2749035	1648.7171	1880.12358	1166.667988	1612.825915	1438.813784	1300.949067
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	20.67424202	33.09856346	28.6486968	23.28061978	26.12710216	27.87098418	17.17656591	16.75504025	14.07897493	23.08242206	23.78257056	21.80677064	20.34950493	21.20437358	20.77890674	21.23554043	26.79285011	25.76574508	15.38372134	10.43255345	16.45460216	17.43765303	11.21905858	18.56851733	14.69991043	20.76374661	21.51993049	20.68227735	18.82793522	20.17719956	20.86639613	16.15271751	9.296175976	17.63937285	13.47356641	13.27334455	22.39067204	24.70789661	21.09309029	28.63019144	22.15288639	22.6008065	19.78881997	28.13348199	26.23380632	39.36841667	33.06327019	33.93615126
spon2	other	chrNC_030685.1:58952541-58953343:+	.	.	.	.	gi|118404863|ref|NM_001079092.1|	803	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	.	.	.	.	.	.	.	.	pfam13853	7tm_4	Olfactory receptor. The members of this family are transmembrane olfactory receptors.	.	.	.	.	.	1956.201974	1273.828583	1044.081251	1040.772181	1249.325051	1353.133383	3592.762759	3686.436413	3793.654429	2045.611514	3720.65236	2232.314129	824.6303024	1246.189189	1019.788273	1093.016059	1185.316482	1075.586142	4098.746374	5386.876905	3600.921704	2815.752634	4044.321882	2850.79684	577.9176286	617.2715957	910.5699841	842.8368674	778.7973323	761.9921962	2903.898715	3776.243234	3481.614282	3866.553446	3850.534571	3244.399549	1246.050718	1206.942747	1040.542651	914.5794537	1074.224633	1732.509636	2990.020853	2059.881555	3968.418621	2770.561999	2649.367438	4557.937287
spon2	protein_coding	chrNC_030677.1:14487127-14498895:+	gi|118404864|ref|NP_001072560.1|	1676	0	spondin-2 [Xenopus tropicalis]	gi|118404863|ref|NM_001079092.1|	1671	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	Q8BMS2	454	4.00E-155	Spondin-2	.	.	.	.	pfam06468	Spond_N	Spondin_N. This conserved region is found at the in the N-terminal half of several Spondin proteins. Spondins are involved in patterning axonal growth trajectory through either inhibiting or promoting adhesion of embryonic nerve cells.	GO:0007155|cell adhesion;GO:0071222|cellular response to lipopolysaccharide;GO:0042742|defense response to bacterium;GO:0050832|defense response to fungus;GO:0051607|defense response to virus;GO:0043152|induction of bacterial agglutination;GO:0045087|innate immune response;GO:0002448|mast cell mediated immunity;GO:0008228|opsonization;GO:0032755|positive regulation of interleukin-6 production;GO:0060907|positive regulation of macrophage cytokine production;GO:0032760|positive regulation of tumor necrosis factor production;GO:0032496|response to lipopolysaccharide;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0003823|antigen binding;GO:0001530|lipopolysaccharide binding;GO:0046872|metal ion binding;	.	.	22.44924124	23.78460982	26.3028581	34.06361162	0.866962666	35.50755849	15.08152152	8.644141368	8.999918314	15.57265102	5.949949204	8.01829711	7.417617511	48.34440975	16.34651471	26.25680492	6.095967162	7.773986895	6.53808157	19.78321246	5.503819936	18.10985281	7.29767012	11.65191994	40.5930664	28.82412552	76.4344556	19.09484689	29.61380486	28.31174696	11.32057123	7.447897395	5.501596543	28.2367547	15.91614278	10.29608121	15.01171885	37.07649965	7.418628228	54.86143007	14.38607932	21.55136934	5.160276797	2.20275423	1.226823412	9.09504772	2.372803191	7.876889095
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	204.2148644	206.8069312	253.8360714	267.79097	211.7945705	443.2448829	45.63602187	36.86342933	26.05629893	83.62663138	29.92384033	64.65161074	277.5236992	166.8298516	187.7090553	195.257381	149.4292343	202.8299663	12.3072113	46.04936715	10.09569451	32.18893914	10.8044266	17.79780121	259.7108476	185.3375198	246.6927995	201.2654732	175.8756879	272.9119732	38.01919675	35.8448278	12.17275216	38.49099909	31.78993803	20.83853794	204.7926323	292.8400185	139.3107705	274.9732435	211.6420605	178.030758	26.6857239	20.53467256	11.72561506	51.15152453	18.47778522	50.68241307
igfbp4	protein_coding	chrNW_016683386.1:860049-892765:+	gi|512874129|ref|XP_002942630.2|	1291	6.00E-174	PREDICTED: insulin-like growth factor-binding protein 4 [Xenopus tropicalis]	gi|847169583|ref|XM_002942584.3|	1554	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 4 (igfbp4), mRNA	P24854	282	8.00E-90	Insulin-like growth factor-binding protein 4	.	.	.	.	pfam00219	IGFBP	Insulin-like growth factor binding protein.	GO:0001558|regulation of cell growth;GO:0043567|regulation of insulin-like growth factor receptor signaling pathway;	GO:0005615|extracellular space;	GO:0031994|insulin-like growth factor I binding;GO:0031995|insulin-like growth factor II binding;	.	.	3.295448076	7.741675448	5.595175125	8.801307009	4.716243429	7.838409693	1.65776712	1.163955329	1.468923137	1.833565349	1.959563233	3.995839217	8.935508353	7.235332662	6.668676873	9.513057153	4.556484477	10.48990607	0.966679787	1.706534804	0.763560839	1.277836051	0.700998438	2.317906449	8.574888675	11.9834007	4.987543203	10.5553256	13.74743887	9.189523596	1.119925709	0.896188919	0.858902935	2.016372858	0.848771711	0.859461451	3.007530513	7.249896543	4.960238445	7.596245429	6.690893842	6.288534643	0.975964402	1.206534448	2.312727919	4.187256866	3.145884599	1.480897613
cpq	protein_coding	chrNC_030682.1:114600079-114803247:-	gi|512846357|ref|XP_002943828.2|	2344	0	PREDICTED: carboxypeptidase Q [Xenopus tropicalis]	gi|512846360|ref|XM_004915138.1|	1852	0	PREDICTED: Xenopus (Silurana) tropicalis carboxypeptidase Q (cpq), transcript variant X2, mRNA	Q6GQ29	845	0	Carboxypeptidase Q	CC2544	197	1.00E-54	COG2234	pfam04389	Peptidase_M28	Peptidase family M28.	GO:0043171|peptide catabolic process;GO:0006508|proteolysis;	GO:0005737|cytoplasm;GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0005764|lysosome;	GO:0004180|carboxypeptidase activity;GO:0046872|metal ion binding;GO:0070573|metallodipeptidase activity;GO:0042803|protein homodimerization activity;	.	.	10.08592085	14.45608279	13.11727236	13.4014625	13.14812272	16.28430603	2.378295887	3.785003925	2.472651117	3.4028631	2.186538738	5.342690354	10.25537665	10.87897173	13.20640223	11.11320395	13.33016182	10.35318821	2.67681296	2.420393493	2.852422861	2.216174153	1.724021269	2.242001651	10.83706324	12.71386877	8.925957948	9.491384383	10.48750703	11.54480099	2.729386208	3.102022698	1.807248495	2.724533601	3.019847	2.91226672	11.23911056	14.11709571	11.17498656	11.88027013	11.32889763	11.93858478	2.59739033	3.384949919	3.033533814	3.981469924	3.309684351	3.460531793
pdgfrl	protein_coding	chrNC_030677.1:33242606-33275149:+	gi|71896169|ref|NP_001025586.1|	1907	0	platelet-derived growth factor receptor-like protein precursor [Xenopus tropicalis]	gi|402766827|ref|NM_001030415.2|	1597	0	Xenopus (Silurana) tropicalis platelet-derived growth factor receptor-like (pdgfrl), mRNA	Q15198	540	0	Platelet-derived growth factor receptor-like protein	.	.	.	.	pfam07679	I-set	Immunoglobulin I-set domain.	.	GO:0005576|extracellular region;	GO:0004992|platelet activating factor receptor activity;GO:0005019|platelet-derived growth factor beta-receptor activity;	.	.	23.581657	103.6561957	74.73268393	49.33329623	59.59382157	91.64576835	20.24708692	13.52552466	9.78302809	26.71275517	15.97916653	21.71768886	69.22027941	19.61111678	57.6999094	41.66050146	40.30662818	36.81494241	8.98649697	12.77466169	9.248293794	8.604947964	5.106335498	12.19082123	35.88238956	51.57450741	45.69102065	70.97441528	60.8178843	54.0976018	18.65251823	16.28935384	5.088677802	26.83427611	9.397812572	11.84552745	48.09172053	58.7350694	54.10913998	111.6422341	79.53362989	84.72766132	9.685120654	15.23400558	15.40276794	34.03538568	24.59629535	26.08416033
pdlim2	protein_coding	chrNC_030679.1:119562823-119570334:+	gi|301606299|ref|XP_002932747.1|	807	1.00E-102	PREDICTED: PDZ and LIM domain protein 2 [Xenopus tropicalis]	gi|847111239|ref|XM_002932701.3|	1268	0	PREDICTED: Xenopus (Silurana) tropicalis PDZ and LIM domain 2 (mystique) (pdlim2), transcript variant X1, mRNA	Q8R1G6	155	7.00E-41	PDZ and LIM domain protein 2	.	.	.	.	pfam00412	LIM	LIM domain. This family represents two copies of the LIM structural domain.	.	GO:0015629|actin cytoskeleton;GO:0030864|cortical actin cytoskeleton;GO:0070062|extracellular exosome;GO:0005925|focal adhesion;GO:0001725|stress fiber;	GO:0008270|zinc ion binding;	.	.	15.04247284	33.09414655	22.5658818	12.56984139	20.13056751	22.04130133	1.219140552	0.42166789	1.021726171	0.712300566	1.200904002	1.637664938	14.72871571	12.33162043	23.43237788	16.92999723	24.9674145	28.47910416	0.420240691	0.717748781	0.273362051	0.691299294	0.355532498	1.064690858	19.81938436	14.59562084	14.40576049	22.14590272	18.28969297	14.32822615	0.799413173	0.519461984	0.130685558	1.784222825	0.301336118	0.705745761	23.30042356	25.40875586	31.44668139	32.3236166	28.68045193	23.35710576	0.688681431	0.489544264	0.963510832	1.072155989	2.792177926	1.380366704
olfm3	protein_coding	chrNC_030680.1:99134137-99161041:-	gi|512834087|ref|XP_002934209.2|	2517	0	PREDICTED: noelin-3 isoform X2 [Xenopus tropicalis]	gi|847124175|ref|XM_002934163.3|	2566	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin 3 (olfm3), transcript variant X2, mRNA	Q96PB7	841	0	Noelin-3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0042462|eye photoreceptor cell development;	GO:0032281|AMPA glutamate receptor complex;GO:0030054|cell junction;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0045202|synapse;	.	.	.	2.321294618	11.57762048	7.099530451	4.115601213	9.685150272	8.09276469	0.074910442	0.056353173	0.03792974	0.0	0.424291879	0.072954425	3.940676706	2.395076781	2.658892939	4.433052822	4.925364641	7.30936325	0.104004513	0.037616651	0.0	0.076989715	0.0	0.079049452	1.773532286	1.65067089	2.349246635	2.874046089	4.036963752	1.650128427	0.018743224	0.057852265	0.077623446	0.077544646	0.019176959	0.018493791	7.051196487	4.531543534	2.428194656	8.786483779	3.940239763	3.24758288	0.153396329	0.090867235	0.11197127	0.440882092	0.373156434	0.054257953
ifi30	protein_coding	chrNC_030677.1:84907019-84926542:-	gi|847087884|ref|XP_012818874.1|	1369	0	PREDICTED: gamma-interferon-inducible lysosomal thiol reductase isoform X1 [Xenopus tropicalis]	gi|847087883|ref|XM_012963420.1|	1901	0	PREDICTED: Xenopus (Silurana) tropicalis interferon, gamma-inducible protein 30 (ifi30), transcript variant X1, mRNA	P13284	214	2.00E-63	Gamma-interferon-inducible lysosomal thiol reductase	.	.	.	.	pfam03227	GILT	Gamma interferon inducible lysosomal thiol reductase (GILT). This family includes the two characterized human gamma-interferon-inducible lysosomal thiol reductase (GILT) sequences. It also contains several other eukaryotic putative proteins with similarity to GILT. The aligned region contains three conserved cysteine residues. In addition, the two GILT sequences possess a C-X(2)-C motif that is shared by some of the other sequences in the family. This motif is thought to be associated with disulphide bond reduction.	GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I;GO:0019886|antigen processing and presentation of exogenous peptide antigen via MHC class II;GO:0060333|interferon-gamma-mediated signaling pathway;GO:0048147|negative regulation of fibroblast proliferation;GO:0050821|protein stabilization;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0005576|extracellular region;GO:0043231|intracellular membrane-bounded organelle;GO:0043202|lysosomal lumen;GO:0005764|lysosome;GO:0005886|plasma membrane;	GO:0016667|oxidoreductase activity, acting on a sulfur group of donors;	K08059	IFI30, GILT; interferon, gamma-inducible protein 30	41.71601638	65.96001148	53.20310455	88.09101708	47.06594831	79.44639694	12.77243726	12.23347053	9.812190194	19.86806075	12.44789093	25.33978513	45.5124096	37.3446832	26.54443061	53.56818246	26.98628231	28.06732333	7.789374528	7.6216361	9.105741213	21.27472669	6.303454656	10.08179913	47.21934896	75.70964127	72.5592618	29.16763107	52.45531709	75.74436786	11.59632702	15.34976917	9.654186463	9.083257929	7.840400311	13.38246132	59.29023491	65.36930408	41.14890192	55.53545798	52.79015442	47.11621772	10.61442482	15.38626549	16.00234965	21.26871493	13.82261314	31.96588777
sfrp4	protein_coding	chrNC_030682.1:80842348-80855380:+	gi|512847981|ref|XP_002939467.2|	1803	0	PREDICTED: secreted frizzled-related protein 4 [Xenopus tropicalis]	gi|847139353|ref|XM_002939421.3|	1925	0	PREDICTED: Xenopus (Silurana) tropicalis secreted frizzled-related protein 4 (sfrp4), mRNA	Q9JLS4	478	6.00E-163	Secreted frizzled-related protein 4	.	.	.	.	pfam01392	Fz	Fz domain. Also known as the CRD (cysteine rich domain), the C6 box in MuSK receptor. This domain of unknown function has been independently identified by several groups. The domain contains 10 conserved cysteines.	GO:0030154|cell differentiation;GO:0046697|decidualization;GO:0007565|female pregnancy;GO:0060056|mammary gland involution;GO:0090090|negative regulation of canonical Wnt signaling pathway;GO:0008285|negative regulation of cell proliferation;GO:0046329|negative regulation of JNK cascade;GO:0035567|non-canonical Wnt signaling pathway;GO:0032355|response to estradiol;GO:0051384|response to glucocorticoid;GO:0043434|response to peptide hormone;GO:0016055|Wnt signaling pathway;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0016021|integral component of membrane;	GO:0004930|G-protein coupled receptor activity;GO:0042813|Wnt-activated receptor activity;GO:0017147|Wnt-protein binding;	K02185	SFRP4; secreted frizzled-related protein 4	3.004623026	9.684113965	10.56002623	9.977718658	3.910226225	11.38438142	0.333700791	0.435126306	0.168964216	0.408352852	0.131483647	0.324987394	2.663424319	5.453177551	2.456631346	4.445382601	3.417016171	5.252306521	0.370644063	0.0	0.253154977	0.274370601	0.080632981	0.070427737	4.499843753	5.236900985	3.199088263	4.794280211	4.204318139	4.071193697	0.333978997	0.893402839	0.31120768	0.725414087	0.170853787	0.098860333	3.895629409	10.31171876	2.440711456	11.77109855	4.344663643	5.139552311	0.546663188	0.064765269	0.166264766	0.261864165	0.158312975	0.257814299
cfb	protein_coding	chrNC_030684.1:53744892-53777706:-	gi|512861354|ref|XP_002943021.2|	3444	0	PREDICTED: complement factor B-like [Xenopus tropicalis]	gi|847158885|ref|XM_002942975.3|	3130	0	PREDICTED: Xenopus (Silurana) tropicalis complement factor B-like (LOC100491419), mRNA	P04186	448	3.00E-141	Complement factor B	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0008283|cell proliferation;GO:0006957|complement activation, alternative pathway;	GO:0072562|blood microparticle;GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0004252|serine-type endopeptidase activity;	K01335	CFB; component factor B [EC:3.4.21.47]	7.118800849	27.50918872	13.52663325	26.31311263	11.03945338	17.98538259	0.16398282	0.637360008	0.560453551	0.829682298	0.020191235	1.357458486	26.11275216	19.32816411	2.586868327	25.47872681	8.174783904	13.90785502	1.343260328	1.379275207	0.266575851	2.380549185	0.297176932	0.367717069	17.61828951	49.02331221	47.55880111	10.10645421	34.58179626	27.13131622	1.477075792	2.490617963	2.37890417	0.785090176	1.385318614	1.740806071	12.37421557	7.192915839	6.178634945	14.36647683	11.82788354	12.09019188	0.818494154	0.437608739	0.183833163	0.683622156	0.272286224	0.950187647
c9	protein_coding	chrNC_030677.1:183624473-183642059:+	gi|166796971|gb|AAI59018.1|	3203	0	c9 protein, partial [Xenopus tropicalis]	gi|847090069|ref|XM_004910445.2|	2021	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 9 (c9), mRNA	Q3MHN2	513	2.00E-173	Complement component C9	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0072562|blood microparticle;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005579|membrane attack complex;	.	K04000	C9; complement component 9	6.334891527	10.91342571	11.04824775	10.26917733	6.103914781	16.09785548	0.414277726	0.319641369	0.419526192	0.749934347	0.565034871	2.048337174	20.97559826	11.61205826	6.769932117	18.35241005	4.121883097	28.40032841	0.56632799	1.056160532	0.44897564	1.179074056	0.077002302	1.076105159	16.5328479	25.48504695	22.71781403	17.51587576	26.00345935	17.24860687	0.765458047	1.706350796	0.59438973	1.319525165	0.783171443	0.597923207	7.943172579	8.879360234	5.862347894	22.18827313	21.07710056	8.543786357	0.456792409	0.340169881	0.285800989	2.000585209	2.842270155	1.292579609
cpxm2	protein_coding	chrNC_030683.1:11521505-11579558:+	gi|512851654|ref|XP_002937851.2|	3837	0	PREDICTED: inactive carboxypeptidase-like protein X2 [Xenopus tropicalis]	gi|847152100|ref|XM_012967723.1|	3727	0	PREDICTED: Xenopus (Silurana) tropicalis carboxypeptidase X (M14 family), member 2 (cpxm2), transcript variant X1, mRNA	Q8N436	1099	0	Inactive carboxypeptidase-like protein X2	BH3831	53.5	2.00E-06	COG2866	pfam00246	Peptidase_M14	Zinc carboxypeptidase.	GO:0006508|proteolysis;	GO:0005615|extracellular space;	GO:0008270|zinc ion binding;	K08639	CPXM2; carboxypeptidase X2	14.39378159	8.441654524	11.49093724	11.5319746	9.873154381	16.1772179	2.014246874	0.967006993	0.470715064	1.928451863	1.356660993	2.079015857	13.49090338	8.23027355	13.16272963	12.19027327	11.37505497	12.12037168	1.089937274	0.345799687	0.597046298	0.619277402	0.852778373	0.654012187	13.22009472	12.97206528	12.50109234	19.26247987	8.896404192	12.15201647	1.516252147	1.010458396	0.445982077	2.940493579	0.458350337	1.003049638	11.85947756	13.88575088	11.33257364	16.82910508	12.73133941	12.27555511	1.797916919	0.584722522	0.463194706	1.621163876	0.571721008	1.562839822
nppc	protein_coding	chrNC_030681.1:108233022-108239347:-	gi|163915239|ref|NP_001106395.1|	516	8.00E-59	C-type natriuretic peptide precursor [Xenopus tropicalis]	gi|163915238|ref|NM_001112924.1|	1967	0	Xenopus (Silurana) tropicalis natriuretic peptide C (nppc), mRNA	P40756	161	4.00E-45	C-type natriuretic peptide 2	.	.	.	.	pfam00212	ANP	Atrial natriuretic peptide.	GO:0050880|regulation of blood vessel size;	GO:0005576|extracellular region;	.	.	.	10.29922379	26.94040084	22.70311002	22.34756893	14.27685205	38.01799954	0.982271265	1.08377437	0.895244055	1.263656531	0.741809747	1.275497043	3.224231302	16.94910957	5.681707111	14.02474663	1.94106048	6.755274899	0.581875378	0.4932524	0.603240236	0.269209588	0.435139346	0.103654448	12.20078174	22.4892677	30.82144664	7.555066519	11.53776204	16.01015541	1.146938548	0.809167016	1.017845827	1.254068801	0.4693919	0.776005866	8.781077021	8.814447916	6.168426219	20.0798355	10.606192	15.12862627	0.402285188	0.857884636	1.729255001	2.408797527	2.236824707	0.82213533
